Agency,Agency w/ USSR,Category,Launch Year,Tag,Years
,Soviet Union,O,1978,1978-067,
,Soviet Union,O,1978,1978-069,
,Soviet Union,O,1978,1978-070,
,Soviet Union,O,1978,1978-072,
,Soviet Union,O,1978,1978-073,
,Soviet Union,O,1978,1978-074,
,Soviet Union,O,1978,1978-076,
,Soviet Union,O,1978,1978-077,
,Soviet Union,O,1978,1978-080,
,Soviet Union,O,1978,1978-082,
,Soviet Union,O,1978,1978-083,
,Soviet Union,O,1978,1978-084,
,Soviet Union,O,1978,1978-085,
,Soviet Union,O,1978,1978-086,
,Soviet Union,O,1978,1978-088,
,Soviet Union,O,1978,1978-089,
,Soviet Union,O,1978,1978-091,
,Soviet Union,O,1978,1978-092,
,Soviet Union,O,1978,1978-094,
,Soviet Union,O,1978,1978-095,
,Soviet Union,O,1978,1978-097,
,Soviet Union,O,1978,1978-099,
,Soviet Union,O,1978,1978-100,
,Soviet Union,O,1978,1978-101,
,Soviet Union,O,1978,1978-102,
,Soviet Union,O,1978,1978-104,
,Soviet Union,O,1978,1978-105,
,Soviet Union,O,1978,1978-108,
,Soviet Union,O,1978,1978-109,
,Soviet Union,O,1978,1978-110,
,Soviet Union,O,1978,1978-111,
,Soviet Union,O,1978,1978-114,
,Soviet Union,O,1978,1978-115,
,Soviet Union,O,1978,1978-118,
,Soviet Union,O,1978,1978-119,
,Soviet Union,O,1978,1978-121,
,Soviet Union,O,1978,1978-122,
,Soviet Union,O,1978,1978-123,
,Soviet Union,O,1978,1978-124,
,Soviet Union,O,1979,1979-003,
,Soviet Union,O,1979,1979-006,
,Soviet Union,O,1979,1979-008,
,Soviet Union,O,1979,1979-010,
,Soviet Union,O,1979,1979-012,
,Soviet Union,O,1979,1979-015,
,Soviet Union,O,1979,1979-016,
,Soviet Union,O,1979,1979-019,
,Soviet Union,O,1979,1979-020,
,Soviet Union,O,1979,1979-021,
,Soviet Union,O,1979,1979-022,
,Soviet Union,O,1979,1979-023,
,Soviet Union,O,1979,1979-024,
,Soviet Union,O,1979,1979-026,
,Soviet Union,O,1979,1979-027,
,Soviet Union,O,1979,1979-028,
,Soviet Union,O,1979,1979-030,
,Soviet Union,O,1979,1979-031,
,Soviet Union,O,1979,1979-032,
,Soviet Union,O,1979,1979-034,
,Soviet Union,O,1979,1979-035,
,Soviet Union,O,1979,1979-036,
,Soviet Union,O,1979,1979-037,
,Soviet Union,O,1979,1979-039,
,Soviet Union,O,1979,1979-040,
,Soviet Union,O,1979,1979-041,
,Soviet Union,O,1979,1979-042,
,Soviet Union,O,1979,1979-043,
,Soviet Union,O,1979,1979-045,
,Soviet Union,O,1979,1979-048,
,Soviet Union,O,1979,1979-049,
,Soviet Union,O,1979,1979-051,
,Soviet Union,O,1979,1979-054,
,Soviet Union,O,1979,1979-055,
,Soviet Union,O,1979,1979-056,
,Soviet Union,O,1979,1979-059,
,Soviet Union,O,1979,1979-060,
,Soviet Union,O,1979,1979-061,
,Soviet Union,O,1979,1979-062,
,Soviet Union,O,1979,1979-064,
,Soviet Union,O,1979,1979-065,
,Soviet Union,O,1979,1979-066,
,Soviet Union,O,1979,1979-067,
,Soviet Union,O,1979,1979-068,
,Soviet Union,O,1979,1979-069,
,Soviet Union,O,1979,1979-071,
,Soviet Union,O,1979,1979-073,
,Soviet Union,O,1979,1979-074,
,Soviet Union,O,1979,1979-075,
,Soviet Union,O,1979,1979-076,
,Soviet Union,O,1979,1979-079,
,Soviet Union,O,1979,1979-080,
,Soviet Union,O,1979,1979-081,
,Soviet Union,O,1979,1979-084,
,Soviet Union,O,1979,1979-085,
,Soviet Union,O,1979,1979-087,
,Soviet Union,O,1979,1979-089,
,Soviet Union,O,1979,1979-091,
,Soviet Union,O,1979,1979-092,
,Soviet Union,O,1979,1979-093,
,Soviet Union,O,1979,1979-095,
,Soviet Union,O,1979,1979-096,
,Soviet Union,O,1979,1979-097,
,Soviet Union,O,1979,1979-099,
,Soviet Union,O,1979,1979-100,
,Soviet Union,O,1979,1979-102,
,Soviet Union,O,1979,1979-103,
,Soviet Union,O,1979,1979-105,
,Soviet Union,O,1979,1979-106,
,Soviet Union,O,1980,1980-001,1980s
,Soviet Union,O,1980,1980-002,1980s
,Soviet Union,O,1980,1980-003,1980s
,Soviet Union,O,1980,1980-005,1980s
,Soviet Union,O,1980,1980-006,1980s
,Soviet Union,O,1980,1980-007,1980s
,Soviet Union,O,1980,1980-008,1980s
,Soviet Union,O,1980,1980-009,1980s
,Soviet Union,O,1980,1980-012,1980s
,Soviet Union,O,1980,1980-013,1980s
,Soviet Union,O,1980,1980-016,1980s
,Soviet Union,O,1980,1980-017,1980s
,Soviet Union,O,1980,1980-022,1980s
,Soviet Union,O,1980,1980-023,1980s
,Soviet Union,O,1980,1980-024,1980s
,Soviet Union,O,1980,1980-025,1980s
,Soviet Union,O,1980,1980-026,1980s
,Soviet Union,O,1980,1980-028,1980s
,Soviet Union,O,1980,1980-029,1980s
,Soviet Union,O,1980,1980-030,1980s
,Soviet Union,O,1980,1980-031,1980s
,Soviet Union,O,1980,1980-033,1980s
,Soviet Union,O,1980,1980-035,1980s
,Soviet Union,O,1980,1980-036,1980s
,Soviet Union,O,1980,1980-038,1980s
,Soviet Union,O,1980,1980-039,1980s
,Soviet Union,O,1980,1980-040,1980s
,Soviet Union,O,1980,1980-041,1980s
,Soviet Union,O,1980,1980-042,1980s
,Soviet Union,O,1980,1980-044,1980s
,Soviet Union,O,1980,1980-045,1980s
,Soviet Union,O,1980,1980-046,1980s
,Soviet Union,O,1980,1980-047,1980s
,Soviet Union,O,1980,1980-048,1980s
,Soviet Union,O,1980,1980-049,1980s
,Soviet Union,O,1980,1980-051,1980s
,Soviet Union,O,1980,1980-053,1980s
,Soviet Union,O,1980,1980-054,1980s
,Soviet Union,O,1980,1980-055,1980s
,Soviet Union,O,1980,1980-056,1980s
,Soviet Union,O,1980,1980-057,1980s
,Soviet Union,O,1980,1980-059,1980s
,Soviet Union,O,1980,1980-060,1980s
,Soviet Union,O,1980,1980-061,1980s
,Soviet Union,O,1980,1980-063,1980s
,Soviet Union,O,1980,1980-064,1980s
,Soviet Union,O,1980,1980-065,1980s
,Soviet Union,O,1980,1980-066,1980s
,Soviet Union,O,1980,1980-067,1980s
,Soviet Union,O,1980,1980-069,1980s
,Soviet Union,O,1980,1980-070,1980s
,Soviet Union,O,1980,1980-072,1980s
,Soviet Union,O,1980,1980-073,1980s
,Soviet Union,O,1980,1980-075,1980s
,Soviet Union,O,1980,1980-077,1980s
,Soviet Union,O,1980,1980-078,1980s
,Soviet Union,O,1980,1980-079,1980s
,Soviet Union,O,1980,1980-080,1980s
,Soviet Union,O,1980,1980-081,1980s
,Soviet Union,O,1980,1980-082,1980s
,Soviet Union,O,1980,1980-083,1980s
,Soviet Union,O,1980,1980-084,1980s
,Soviet Union,O,1980,1980-085,1980s
,Soviet Union,O,1980,1980-089,1980s
,Soviet Union,O,1980,1980-090,1980s
,Soviet Union,O,1980,1980-092,1980s
,Soviet Union,O,1980,1980-093,1980s
,Soviet Union,O,1980,1980-095,1980s
,Soviet Union,O,1980,1980-096,1980s
,Soviet Union,O,1980,1980-097,1980s
,Soviet Union,O,1980,1980-099,1980s
,Soviet Union,O,1980,1980-102,1980s
,Soviet Union,O,1980,1980-103,1980s
,Soviet Union,O,1980,1980-104,1980s
,Soviet Union,O,1980,1980-105,1980s
,Soviet Union,O,1981,1981-002,
,Soviet Union,O,1981,1981-003,
,Soviet Union,O,1981,1981-004,
,Soviet Union,O,1981,1981-005,
,Soviet Union,O,1981,1981-006,
,Soviet Union,O,1981,1981-007,
,Soviet Union,O,1981,1981-008,
,Soviet Union,O,1981,1981-011,
,Soviet Union,O,1981,1981-014,
,Soviet Union,O,1981,1981-016,
,Soviet Union,O,1981,1981-020,
,Soviet Union,O,1981,1981-021,
,Soviet Union,O,1981,1981-022,
,Soviet Union,O,1981,1981-023,
,Soviet Union,O,1981,1981-024,
,Soviet Union,O,1981,1981-026,
,Soviet Union,O,1981,1981-027,
,Soviet Union,O,1981,1981-028,
,Soviet Union,O,1981,1981-029,
,Soviet Union,O,1981,1981-030,
,Soviet Union,O,1981,1981-031,
,Soviet Union,O,1981,1981-033,
,Soviet Union,O,1981,1981-035,
,Soviet Union,O,1981,1981-036,
,Soviet Union,O,1981,1981-037,
,Soviet Union,O,1981,1981-039,
,Soviet Union,O,1981,1981-041,
,Soviet Union,O,1981,1981-042,
,Soviet Union,O,1981,1981-045,
,Soviet Union,O,1981,1981-046,
,Soviet Union,O,1981,1981-047,
,Soviet Union,O,1981,1981-048,
,Soviet Union,O,1981,1981-052,
,Soviet Union,O,1981,1981-053,
,Soviet Union,O,1981,1981-054,
,Soviet Union,O,1981,1981-056,
,Soviet Union,O,1981,1981-058,
,Soviet Union,O,1981,1981-060,
,Soviet Union,O,1981,1981-061,
,Soviet Union,O,1981,1981-062,
,Soviet Union,O,1981,1981-063,
,Soviet Union,O,1981,1981-065,
,Soviet Union,O,1981,1981-066,
,Soviet Union,O,1981,1981-067,
,Soviet Union,O,1981,1981-068,
,Soviet Union,O,1981,1981-069,
,Soviet Union,O,1981,1981-071,
,Soviet Union,O,1981,1981-072,
,Soviet Union,O,1981,1981-077,
,Soviet Union,O,1981,1981-078,
,Soviet Union,O,1981,1981-079,
,Soviet Union,O,1981,1981-080,
,Soviet Union,O,1981,1981-081,
,Soviet Union,O,1981,1981-082,
,Soviet Union,O,1981,1981-083,
,Soviet Union,O,1981,1981-084,
,Soviet Union,O,1981,1981-086,
,Soviet Union,O,1981,1981-087,
,Soviet Union,O,1981,1981-088,
,Soviet Union,O,1981,1981-089,
,Soviet Union,O,1981,1981-090,
,Soviet Union,O,1981,1981-092,
,Soviet Union,O,1981,1981-094,
,Soviet Union,O,1981,1981-095,
,Soviet Union,O,1981,1981-097,
,Soviet Union,O,1981,1981-098,
,Soviet Union,O,1981,1981-099,
,Soviet Union,O,1981,1981-101,
,Soviet Union,O,1981,1981-102,
,Soviet Union,O,1981,1981-103,
,Soviet Union,O,1981,1981-104,
,Soviet Union,O,1981,1981-105,
,Soviet Union,O,1981,1981-106,
,Soviet Union,O,1981,1981-108,
,Soviet Union,O,1981,1981-109,
,Soviet Union,O,1981,1981-110,
,Soviet Union,O,1981,1981-112,
,Soviet Union,O,1981,1981-113,
,Soviet Union,O,1981,1981-115,
,Soviet Union,O,1981,1981-116,
,Soviet Union,O,1981,1981-117,
,Soviet Union,O,1981,1981-118,
,Soviet Union,O,1981,1981-120,
,Soviet Union,O,1981,1981-121,
,Soviet Union,O,1981,1981-123,
,Soviet Union,O,1982,1982-001,
,Soviet Union,O,1982,1982-002,
,Soviet Union,O,1982,1982-005,
,Soviet Union,O,1982,1982-007,
,Soviet Union,O,1982,1982-008,
,Soviet Union,O,1982,1982-009,
,Soviet Union,O,1982,1982-011,
,Soviet Union,O,1982,1982-012,
,Soviet Union,O,1982,1982-013,
,Soviet Union,O,1982,1982-015,
,Soviet Union,O,1982,1982-016,
,Soviet Union,O,1982,1982-018,
,Soviet Union,O,1982,1982-020,
,Soviet Union,O,1982,1982-021,
,Soviet Union,O,1982,1982-024,
,Soviet Union,O,1982,1982-025,
,Soviet Union,O,1982,1982-026,
,Soviet Union,O,1982,1982-028,
,Soviet Union,O,1982,1982-029,
,Soviet Union,O,1982,1982-030,
,Soviet Union,O,1982,1982-032,
,Soviet Union,O,1982,1982-033,
,Soviet Union,O,1982,1982-034,
,Soviet Union,O,1982,1982-036,
,Soviet Union,O,1982,1982-038,
,Soviet Union,O,1982,1982-040,
,Soviet Union,O,1982,1982-044,
,Soviet Union,O,1982,1982-046,
,Soviet Union,O,1982,1982-047,
,Soviet Union,O,1982,1982-048,
,Soviet Union,O,1982,1982-049,
,Soviet Union,O,1982,1982-050,
,Soviet Union,O,1982,1982-051,
,Soviet Union,O,1982,1982-052,
,Soviet Union,O,1982,1982-053,
,Soviet Union,O,1982,1982-055,
,Soviet Union,O,1982,1982-056,
,Soviet Union,O,1982,1982-057,
,Soviet Union,O,1982,1982-060,
,Soviet Union,O,1982,1982-061,
,Soviet Union,O,1982,1982-062,
,Soviet Union,O,1982,1982-063,
,Soviet Union,O,1982,1982-064,
,Soviet Union,O,1982,1982-066,
,Soviet Union,O,1982,1982-067,
,Soviet Union,O,1982,1982-068,
,Soviet Union,O,1982,1982-069,
,Soviet Union,O,1982,1982-070,
,Soviet Union,O,1982,1982-071,
,Soviet Union,O,1982,1982-074,
,Soviet Union,O,1982,1982-075,
,Soviet Union,O,1982,1982-076,
,Soviet Union,O,1982,1982-078,
,Soviet Union,O,1982,1982-079,
,Soviet Union,O,1982,1982-080,
,Soviet Union,O,1982,1982-081,
,Soviet Union,O,1982,1982-085,
,Soviet Union,O,1982,1982-086,
,Soviet Union,O,1982,1982-088,
,Soviet Union,O,1982,1982-089,
,Soviet Union,O,1982,1982-091,
,Soviet Union,O,1982,1982-092,
,Soviet Union,O,1982,1982-093,
,Soviet Union,O,1982,1982-094,
,Soviet Union,O,1982,1982-095,
,Soviet Union,O,1982,1982-096,
,Soviet Union,O,1982,1982-098,
,Soviet Union,O,1982,1982-099,
,Soviet Union,O,1982,1982-100,
,Soviet Union,O,1982,1982-101,
,Soviet Union,O,1982,1982-102,
,Soviet Union,O,1982,1982-103,
,Soviet Union,O,1982,1982-104,
,Soviet Union,O,1982,1982-108,
,Soviet Union,O,1982,1982-112,
,Soviet Union,O,1982,1982-113,
,Soviet Union,O,1982,1982-114,
,Soviet Union,O,1982,1982-115,
,Soviet Union,O,1982,1982-116,
,Soviet Union,O,1982,1982-117,
,Soviet Union,O,1982,1982-119,
,Soviet Union,O,1982,1982-120,
,Soviet Union,O,1982,1982-121,
,Soviet Union,O,1983,1983-001,
,Soviet Union,O,1983,1983-003,
,Soviet Union,O,1983,1983-007,
,Soviet Union,O,1983,1983-009,
,Soviet Union,O,1983,1983-010,
,Soviet Union,O,1983,1983-013,
,Soviet Union,O,1983,1983-014,
,Soviet Union,O,1983,1983-015,
,Soviet Union,O,1983,1983-016,
,Soviet Union,O,1983,1983-017,
,Soviet Union,O,1983,1983-018,
,Soviet Union,O,1983,1983-019,
,Soviet Union,O,1983,1983-020,
,Soviet Union,O,1983,1983-025,
,Soviet Union,O,1983,1983-028,
,Soviet Union,O,1983,1983-031,
,Soviet Union,O,1983,1983-034,
,Soviet Union,O,1983,1983-036,
,Soviet Union,O,1983,1983-037,
,Soviet Union,O,1983,1983-038,
,Soviet Union,O,1983,1983-040,
,Soviet Union,O,1983,1983-042,
,Soviet Union,O,1983,1983-043,
,Soviet Union,O,1983,1983-044,
,Soviet Union,O,1983,1983-045,
,Soviet Union,O,1983,1983-046,
,Soviet Union,O,1983,1983-049,
,Soviet Union,O,1983,1983-050,
,Soviet Union,O,1983,1983-052,
,Soviet Union,O,1983,1983-053,
,Soviet Union,O,1983,1983-054,
,Soviet Union,O,1983,1983-055,
,Soviet Union,O,1983,1983-057,
,Soviet Union,O,1983,1983-061,
,Soviet Union,O,1983,1983-062,
,Soviet Union,O,1983,1983-064,
,Soviet Union,O,1983,1983-066,
,Soviet Union,O,1983,1983-067,
,Soviet Union,O,1983,1983-068,
,Soviet Union,O,1983,1983-069,
,Soviet Union,O,1983,1983-070,
,Soviet Union,O,1983,1983-071,
,Soviet Union,O,1983,1983-073,
,Soviet Union,O,1983,1983-074,
,Soviet Union,O,1983,1983-079,
,Soviet Union,O,1983,1983-080,
,Soviet Union,O,1983,1983-082,
,Soviet Union,O,1983,1983-083,
,Soviet Union,O,1983,1983-084,
,Soviet Union,O,1983,1983-085,
,Soviet Union,O,1983,1983-087,
,Soviet Union,O,1983,1983-088,
,Soviet Union,O,1983,1983-090,
,Soviet Union,O,1983,1983-092,
,Soviet Union,O,1983,1983-093,
,Soviet Union,O,1983,1983-095,
,Soviet Union,O,1983,1983-096,
,Soviet Union,O,1983,1983-097,
,Soviet Union,O,1983,1983-099,
,Soviet Union,O,1983,1983-100,
,Soviet Union,O,1983,1983-101,
,Soviet Union,O,1983,1983-102,
,Soviet Union,O,1983,1983-103,
,Soviet Union,O,1983,1983-104,
,Soviet Union,O,1983,1983-108,
,Soviet Union,O,1983,1983-110,
,Soviet Union,O,1983,1983-111,
,Soviet Union,O,1983,1983-112,
,Soviet Union,O,1983,1983-117,
,Soviet Union,O,1983,1983-118,
,Soviet Union,O,1983,1983-119,
,Soviet Union,O,1983,1983-120,
,Soviet Union,O,1983,1983-121,
,Soviet Union,O,1983,1983-122,
,Soviet Union,O,1983,1983-124,
,Soviet Union,O,1983,1983-125,
,Soviet Union,O,1983,1983-126,
,Soviet Union,O,1983,1983-127,
,Soviet Union,O,1984,1984-002,
,Soviet Union,O,1984,1984-003,
,Soviet Union,O,1984,1984-006,
,Soviet Union,O,1984,1984-007,
,Soviet Union,O,1984,1984-014,
,Soviet Union,O,1984,1984-016,
,Soviet Union,O,1984,1984-017,
,Soviet Union,O,1984,1984-018,
,Soviet Union,O,1984,1984-019,
,Soviet Union,O,1984,1984-020,
,Soviet Union,O,1984,1984-022,
,Soviet Union,O,1984,1984-024,
,Soviet Union,O,1984,1984-025,
,Soviet Union,O,1984,1984-026,
,Soviet Union,O,1984,1984-027,
,Soviet Union,O,1984,1984-028,
,Soviet Union,O,1984,1984-029,
,Soviet Union,O,1984,1984-031,
,Soviet Union,O,1984,1984-033,
,Soviet Union,O,1984,1984-036,
,Soviet Union,O,1984,1984-038,
,Soviet Union,O,1984,1984-040,
,Soviet Union,O,1984,1984-041,
,Soviet Union,O,1984,1984-042,
,Soviet Union,O,1984,1984-044,
,Soviet Union,O,1984,1984-045,
,Soviet Union,O,1984,1984-046,
,Soviet Union,O,1984,1984-047,
,Soviet Union,O,1984,1984-048,
,Soviet Union,O,1984,1984-050,
,Soviet Union,O,1984,1984-051,
,Soviet Union,O,1984,1984-052,
,Soviet Union,O,1984,1984-053,
,Soviet Union,O,1984,1984-054,
,Soviet Union,O,1984,1984-055,
,Soviet Union,O,1984,1984-056,
,Soviet Union,O,1984,1984-058,
,Soviet Union,O,1984,1984-060,
,Soviet Union,O,1984,1984-061,
,Soviet Union,O,1984,1984-062,
,Soviet Union,O,1984,1984-064,
,Soviet Union,O,1984,1984-066,
,Soviet Union,O,1984,1984-067,
,Soviet Union,O,1984,1984-069,
,Soviet Union,O,1984,1984-073,
,Soviet Union,O,1984,1984-074,
,Soviet Union,O,1984,1984-075,
,Soviet Union,O,1984,1984-076,
,Soviet Union,O,1984,1984-077,
,Soviet Union,O,1984,1984-078,
,Soviet Union,O,1984,1984-079,
,Soviet Union,O,1984,1984-082,
,Soviet Union,O,1984,1984-083,
,Soviet Union,O,1984,1984-085,
,Soviet Union,O,1984,1984-087,
,Soviet Union,O,1984,1984-089,
,Soviet Union,O,1984,1984-092,
,Soviet Union,O,1984,1984-095,
,Soviet Union,O,1984,1984-096,
,Soviet Union,O,1984,1984-100,
,Soviet Union,O,1984,1984-102,
,Soviet Union,O,1984,1984-103,
,Soviet Union,O,1984,1984-104,
,Soviet Union,O,1984,1984-105,
,Soviet Union,O,1984,1984-106,
,Soviet Union,O,1984,1984-109,
,Soviet Union,O,1984,1984-111,
,Soviet Union,O,1984,1984-112,
,Soviet Union,O,1984,1984-118,
,Soviet Union,O,1984,1984-119,
,Soviet Union,O,1984,1984-120,
,Soviet Union,O,1984,1984-121,
,Soviet Union,O,1984,1984-124,
,Soviet Union,O,1984,1984-125,
,Soviet Union,O,1984,1984-126,
,Soviet Union,O,1984,1984-127,
,Soviet Union,O,1984,1984-128,
,Soviet Union,O,1985,1985-003,
,Soviet Union,O,1985,1985-004,
,Soviet Union,O,1985,1985-005,
,Soviet Union,O,1985,1985-006,
,Soviet Union,O,1985,1985-007,
,Soviet Union,O,1985,1985-009,
,Soviet Union,O,1985,1985-011,
,Soviet Union,O,1985,1985-013,
,Soviet Union,O,1985,1985-016,
,Soviet Union,O,1985,1985-017,
,Soviet Union,O,1985,1985-018,
,Soviet Union,O,1985,1985-019,
,Soviet Union,O,1985,1985-020,
,Soviet Union,O,1985,1985-022,
,Soviet Union,O,1985,1985-024,
,Soviet Union,O,1985,1985-026,
,Soviet Union,O,1985,1985-027,
,Soviet Union,O,1985,1985-029,
,Soviet Union,O,1985,1985-030,
,Soviet Union,O,1985,1985-033,
,Soviet Union,O,1985,1985-036,
,Soviet Union,O,1985,1985-037,
,Soviet Union,O,1985,1985-038,
,Soviet Union,O,1985,1985-040,
,Soviet Union,O,1985,1985-041,
,Soviet Union,O,1985,1985-042,
,Soviet Union,O,1985,1985-043,
,Soviet Union,O,1985,1985-044,
,Soviet Union,O,1985,1985-045,
,Soviet Union,O,1985,1985-046,
,Soviet Union,O,1985,1985-049,
,Soviet Union,O,1985,1985-050,
,Soviet Union,O,1985,1985-051,
,Soviet Union,O,1985,1985-052,
,Soviet Union,O,1985,1985-053,
,Soviet Union,O,1985,1985-054,
,Soviet Union,O,1985,1985-057,
,Soviet Union,O,1985,1985-058,
,Soviet Union,O,1985,1985-060,
,Soviet Union,O,1985,1985-061,
,Soviet Union,O,1985,1985-062,
,Soviet Union,O,1985,1985-064,
,Soviet Union,O,1985,1985-065,
,Soviet Union,O,1985,1985-067,
,Soviet Union,O,1985,1985-069,
,Soviet Union,O,1985,1985-070,
,Soviet Union,O,1985,1985-071,
,Soviet Union,O,1985,1985-072,
,Soviet Union,O,1985,1985-074,
,Soviet Union,O,1985,1985-075,
,Soviet Union,O,1985,1985-077,
,Soviet Union,O,1985,1985-078,
,Soviet Union,O,1985,1985-079,
,Soviet Union,O,1985,1985-081,
,Soviet Union,O,1985,1985-082,
,Soviet Union,O,1985,1985-084,
,Soviet Union,O,1985,1985-085,
,Soviet Union,O,1985,1985-086,
,Soviet Union,O,1985,1985-088,
,Soviet Union,O,1985,1985-089,
,Soviet Union,O,1985,1985-090,
,Soviet Union,O,1985,1985-091,
,Soviet Union,O,1985,1985-094,
,Soviet Union,O,1985,1985-095,
,Soviet Union,O,1985,1985-097,
,Soviet Union,O,1985,1985-099,
,Soviet Union,O,1985,1985-100,
,Soviet Union,O,1985,1985-101,
,Soviet Union,O,1985,1985-102,
,Soviet Union,O,1985,1985-105,
,Soviet Union,O,1985,1985-106,
,Soviet Union,O,1985,1985-108,
,Soviet Union,O,1985,1985-110,
,Soviet Union,O,1985,1985-111,
,Soviet Union,O,1985,1985-113,
,Soviet Union,O,1985,1985-115,
,Soviet Union,O,1985,1985-117,
,Soviet Union,O,1985,1985-118,
,Soviet Union,O,1985,1985-119,
,Soviet Union,O,1985,1985-120,
,Soviet Union,O,1986,1986-001,
,Soviet Union,O,1986,1986-002,
,Soviet Union,O,1986,1986-004,
,Soviet Union,O,1986,1986-005,
,Soviet Union,O,1986,1986-007,
,Soviet Union,O,1986,1986-009,
,Soviet Union,O,1986,1986-011,
,Soviet Union,O,1986,1986-012,
,Soviet Union,O,1986,1986-013,
,Soviet Union,O,1986,1986-015,
,Soviet Union,O,1986,1986-017,
,Soviet Union,O,1986,1986-018,
,Soviet Union,O,1986,1986-020,
,Soviet Union,O,1986,1986-021,
,Soviet Union,O,1986,1986-022,
,Soviet Union,O,1986,1986-023,
,Soviet Union,O,1986,1986-024,
,Soviet Union,O,1986,1986-025,
,Soviet Union,O,1986,1986-027,
,Soviet Union,O,1986,1986-028,
,Soviet Union,O,1986,1986-029,
,Soviet Union,O,1986,1986-030,
,Soviet Union,O,1986,1986-031,
,Soviet Union,O,1986,1986-032,
,Soviet Union,O,1986,1986-033,
,Soviet Union,O,1986,1986-034,
,Soviet Union,O,1986,1986-035,
,Soviet Union,O,1986,1986-036,
,Soviet Union,O,1986,1986-037,
,Soviet Union,O,1986,1986-038,
,Soviet Union,O,1986,1986-039,
,Soviet Union,O,1986,1986-041,
,Soviet Union,O,1986,1986-042,
,Soviet Union,O,1986,1986-043,
,Soviet Union,O,1986,1986-044,
,Soviet Union,O,1986,1986-045,
,Soviet Union,O,1986,1986-046,
,Soviet Union,O,1986,1986-048,
,Soviet Union,O,1986,1986-050,
,Soviet Union,O,1986,1986-051,
,Soviet Union,O,1986,1986-052,
,Soviet Union,O,1986,1986-053,
,Soviet Union,O,1986,1986-054,
,Soviet Union,O,1986,1986-055,
,Soviet Union,O,1986,1986-056,
,Soviet Union,O,1986,1986-057,
,Soviet Union,O,1986,1986-058,
,Soviet Union,O,1986,1986-060,
,Soviet Union,O,1986,1986-063,
,Soviet Union,O,1986,1986-064,
,Soviet Union,O,1986,1986-065,
,Soviet Union,O,1986,1986-066,
,Soviet Union,O,1986,1986-067,
,Soviet Union,O,1986,1986-068,
,Soviet Union,O,1986,1986-070,
,Soviet Union,O,1986,1986-071,
,Soviet Union,O,1986,1986-072,
,Soviet Union,O,1986,1986-074,
,Soviet Union,O,1986,1986-075,
,Soviet Union,O,1986,1986-077,
,Soviet Union,O,1986,1986-078,
,Soviet Union,O,1986,1986-079,
,Soviet Union,O,1986,1986-080,
,Soviet Union,O,1986,1986-081,
,Soviet Union,O,1986,1986-082,
,Soviet Union,O,1986,1986-083,
,Soviet Union,O,1986,1986-084,
,Soviet Union,O,1986,1986-085,
,Soviet Union,O,1986,1986-086,
,Soviet Union,O,1986,1986-087,
,Soviet Union,O,1986,1986-089,
,Soviet Union,O,1986,1986-090,
,Soviet Union,O,1986,1986-091,
,Soviet Union,O,1986,1986-093,
,Soviet Union,O,1986,1986-094,
,Soviet Union,O,1986,1986-095,
,Soviet Union,O,1986,1986-097,
,Soviet Union,O,1986,1986-099,
,Soviet Union,O,1986,1986-100,
,Soviet Union,O,1986,1986-101,
,Soviet Union,O,1986,1986-102,
,Soviet Union,O,1987,1987-001,
,Soviet Union,O,1987,1987-002,
,Soviet Union,O,1987,1987-004,
,Soviet Union,O,1987,1987-005,
,Soviet Union,O,1987,1987-006,
,Soviet Union,O,1987,1987-007,
,Soviet Union,O,1987,1987-008,
,Soviet Union,O,1987,1987-009,
,Soviet Union,O,1987,1987-010,
,Soviet Union,O,1987,1987-013,
,Soviet Union,O,1987,1987-016,
,Soviet Union,O,1987,1987-017,
,Soviet Union,O,1987,1987-020,
,Soviet Union,O,1987,1987-021,
,Soviet Union,O,1987,1987-023,
,Soviet Union,O,1987,1987-024,
,Soviet Union,O,1987,1987-025,
,Soviet Union,O,1987,1987-027,
,Soviet Union,O,1987,1987-028,
,Soviet Union,O,1987,1987-030,
,Soviet Union,O,1987,1987-031,
,Soviet Union,O,1987,1987-032,
,Soviet Union,O,1987,1987-033,
,Soviet Union,O,1987,1987-034,
,Soviet Union,O,1987,1987-035,
,Soviet Union,O,1987,1987-036,
,Soviet Union,O,1987,1987-037,
,Soviet Union,O,1987,1987-038,
,Soviet Union,O,1987,1987-039,
,Soviet Union,O,1987,1987-040,
,Soviet Union,O,1987,1987-041,
,Soviet Union,O,1987,1987-042,
,Soviet Union,O,1987,1987-044,
,Soviet Union,O,1987,1987-045,
,Soviet Union,O,1987,1987-046,
,Soviet Union,O,1987,1987-047,
,Soviet Union,O,1987,1987-048,
,Soviet Union,O,1987,1987-049,
,Soviet Union,O,1987,1987-050,
,Soviet Union,O,1987,1987-052,
,Soviet Union,O,1987,1987-054,
,Soviet Union,O,1987,1987-055,
,Soviet Union,O,1987,1987-056,
,Soviet Union,O,1987,1987-057,
,Soviet Union,O,1987,1987-058,
,Soviet Union,O,1987,1987-059,
,Soviet Union,O,1987,1987-060,
,Soviet Union,O,1987,1987-061,
,Soviet Union,O,1987,1987-062,
,Soviet Union,O,1987,1987-064,
,Soviet Union,O,1987,1987-065,
,Soviet Union,O,1987,1987-066,
,Soviet Union,O,1987,1987-068,
,Soviet Union,O,1987,1987-069,
,Soviet Union,O,1987,1987-071,
,Soviet Union,O,1987,1987-073,
