date, pm25, pm10, o3, no2, so2, co
2016/3/17, 99, 48, 20, 48, , 5
2016/3/18, 98, 67, 12, 49, , 6
2016/3/19, 148, 45, 18, 41, , 4
2016/3/20, 94, 39, 21, 40, , 3
2016/3/21, 83, 39, 23, 46, , 5
2016/3/22, 72, 45, 29, 50, , 4
2016/3/23, 80, 45, 21, 47, , 5
2016/3/24, 84, 53, 22, 56, , 5
2016/3/25, 102, 39, 19, 46, , 5
2016/3/26, 82, 32, 23, 41, , 3
2016/3/27, 68, 18, 31, 28, , 1
2016/3/28, 40, 20, 27, 25, , 1
2016/3/29, 40, 25, 25, 40, , 3
2016/3/30, 47, 29, 20, 51, , 5
2016/3/31, 59, 24, 22, 44, , 4
2016/4/1, 62, 44, 22, 46, , 4
2015/10/2, 66, 51, 21, 60, 1, 7
2015/10/3, 75, 63, 17, 64, , 7
2015/10/4, 102, 56, 17, 41, , 4
2015/10/5, 101, 32, 11, 43, , 6
2015/10/6, 63, 25, 20, 42, , 5
2015/10/7, 58, 24, 20, 37, , 4
2015/10/8, 41, 34, 20, 48, , 5
2015/10/9, 55, 44, 18, 52, 1, 6
2015/10/10, 80, 45, 16, 40, , 4
2015/10/11, 92, 46, 15, 37, , 3
2015/10/12, 94, 53, 8, 39, 1, 5
2015/10/13, 104, 52, 18, 43, 4, 5
2015/10/14, 98, 44, 13, 43, 2, 5
2015/10/15, 94, 36, 5, 39, 33, 5
2015/10/16, 82, 47, 2, 44, 4, 7
2015/10/17, 112, 44, 12, 46, 1, 6
2015/10/18, 88, 36, 11, 40, 2, 4
2015/10/19, 82, 53, 2, 43, 25, 7
2015/10/20, 119, 51, 11, 43, 1, 7
2015/10/21, 112, 38, 14, 53, 1, 6
2015/10/22, 77, 28, 14, 49, , 5
2015/10/23, 61, 37, 25, 61, , 6
2015/10/24, 68, 33, 10, 41, , 4
2015/10/25, 69, 37, 16, 40, , 4
2015/10/26, 71, 51, 6, 50, 1, 8
2015/10/27, 98, 51, 11, 56, , 8
2015/10/28, 84, 34, 17, 50, , 4
2015/10/29, 70, 36, 11, 46, , 5
2015/10/30, 70, 42, 8, 43, , 6
2015/10/31, 82, 51, 6, 43, , 6
2015/11/1, 110, 54, 4, 55, , 9
2015/11/2, 120, 52, 2, 43, , 6
2015/11/3, 110, 41, 9, 52, , 7
2015/11/4, 81, 31, 13, 50, , 6
2015/11/5, 65, 37, 15, 47, , 6
2015/11/6, 75, 22, 10, 38, , 6
2015/11/7, 53, 30, 10, 37, , 5
2015/11/8, 68, 29, 16, 34, , 3
2015/11/9, 68, 30, 22, 39, , 3
2015/11/10, 57, 64, 16, 45, , 6
2015/11/11, 64, 35, 11, 34, , 3
2015/11/12, 80, 50, 8, 48, , 7
2015/11/13, 104, 33, 23, 44, , 3
2015/11/14, 63, 27, 24, 35, , 1
2015/11/15, 50, 26, 21, 27, , 2
2015/11/16, 54, 29, 20, 35, , 3
2015/11/17, 55, 18, 22, 28, 16, 3
2015/11/18, 39, 30, 20, 34, 10, 4
2015/11/19, 56, 22, 18, 35, , 3
2015/11/20, 49, 23, 17, 51, , 5
2015/11/21, 54, 19, 20, 34, , 2
2015/11/22, 42, 29, 20, 51, , 3
2015/11/23, 59, 46, 15, 59, 1, 6
2015/11/24, 91, 30, 15, 43, 1, 4
2015/11/25, 73, 23, 11, 54, , 6
2015/11/26, 55, 45, 7, 62, 1, 9
2015/11/27, 85, 52, 4, 48, , 6
2015/11/28, 115, 23, 20, 43, , 3
2015/11/29, 38, 22, 27, 24, , 1
2015/11/30, 43, 20, 26, 31, , 2
2015/12/1, 34, 29, 22, 51, , 6
2015/12/2, 55, 42, 19, 62, , 5
2015/12/3, 71, 46, 8, 49, , 5
2015/12/4, 86, 36, 16, 53, 1, 6
2015/12/5, 70, 37, 11, 41, , 4
2015/12/6, 75, 38, 12, 34, , 4
2015/12/7, 78, 47, 2, 48, , 7
2015/12/8, 87, 37, 17, 50, 1, 5
2015/12/9, 77, 80, 11, 50, , 5
2015/12/10, 73, 33, 8, 40, , 4
2015/12/11, 67, 34, 13, 42, , 5
2015/12/12, 70, 31, 14, 40, , 3
2015/12/13, 61, 38, 16, 34, , 4
2015/12/14, 79, 48, 6, 42, , 6
2015/12/15, 104, 43, 11, 50, , 6
2015/12/16, 91, 48, 8, 40, , 6
2015/12/17, 77, 47, 5, 47, , 6
2015/12/18, 84, 50, 9, 42, , 5
2015/12/19, 95, 50, 3, 44, , 6
2015/12/20, 97, 37, 23, 34, , 2
2015/12/21, 73, 27, 24, 31, , 3
2015/12/22, 49, 27, 21, 37, , 4
2015/12/23, 56, 36, 15, 44, , 4
2015/12/24, 65, 32, 22, 35, , 3
2015/12/25, 69, 33, 17, 35, , 2
2015/12/26, 66, 39, 11, 43, , 3
2015/12/27, 81, 42, 9, 44, , 3
2015/12/28, 86, 49, 3, 46, , 5
2015/12/29, 86, 39, 18, 49, , 4
2015/12/30, 68, 36, 10, 47, , 4
2015/12/31, 63, , , , , 
2016/1/3, 51, 19, 20, 32, , 1
2016/1/4, 47, 28, 20, 38, , 3
2015/7/2, 81, 56, 44, 57, , 5
2015/7/3, 75, 59, 62, 68, , 6
2015/7/4, 77, 59, 63, 65, 1, 4
2015/7/5, 86, 41, 33, 34, , 3
2015/7/6, 58, 52, 41, 65, , 6
2015/7/7, 66, 41, 26, 53, , 5
2015/7/8, 63, 33, 22, 31, , 3
2015/7/9, 47, 43, 33, 40, 1, 4
2015/7/10, 57, 63, 45, 66, , 5
2015/7/11, 66, 53, 42, 50, , 4
2015/7/12, 67, 36, 24, 33, , 2
2015/7/13, 53, 31, 21, 34, , 4
2015/7/14, 51, 39, 20, 30, , 3
2015/7/15, 49, 47, 35, 51, , 5
2015/7/16, 64, 63, 42, 69, , 6
2015/7/17, 72, 37, 28, 36, , 3
2015/7/18, 60, 45, 45, 47, , 3
2015/7/19, 57, 27, 25, 34, , 3
2015/7/20, 58, 24, 16, 36, , 4
2015/7/21, 49, 34, 20, 36, , 4
2015/7/22, 57, 34, 31, 37, , 3
2015/7/23, 51, 38, 36, 42, 1, 4
2015/7/24, 49, 44, 32, 54, , 5
2015/7/25, 63, 33, 32, 30, , 2
2015/7/26, 44, 49, 27, 39, , 3
2015/7/27, 62, 27, 26, 26, , 2
2015/7/28, 40, 27, 25, 33, , 3
2015/7/29, 43, 32, 26, 34, , 3
2015/7/30, 44, 32, 28, 39, , 4
2015/7/31, 48, 45, 35, 49, , 4
2015/8/1, 62, 44, 44, 44, , 3
2015/8/2, 60, 56, 53, 55, , 3
2015/8/3, 63, 44, 54, 65, 1, 4
2015/8/4, 67, 42, 31, 38, , 3
2015/8/5, 53, 55, 39, 55, , 5
2015/8/6, 64, 47, 34, 46, , 4
2015/8/7, 64, 49, 40, 46, , 3
2015/8/8, 56, 62, 37, 50, 1, 3
2015/8/9, 57, 49, 40, 42, , 2
2015/8/10, 67, 45, 25, 41, , 3
2015/8/11, 50, 60, 26, 37, , 3
2015/8/12, 58, 69, 57, 53, , 4
2015/8/13, 78, 46, 42, 45, , 3
2015/8/14, 80, 26, 28, 35, , 3
2015/8/15, 54, 22, 28, 23, , 1
2015/8/16, 43, 30, 31, 35, , 2
2015/8/17, 55, 34, 33, 40, , 2
2015/8/18, 58, 38, 33, 47, , 4
2015/8/19, 67, 43, 37, 51, , 4
2015/8/20, 70, 31, 21, 38, , 4
2015/8/21, 71, 34, 36, 44, , 4
2015/8/22, 71, 40, 45, 52, , 3
2015/8/23, 63, 31, 32, 40, , 2
2015/8/24, 52, 21, 23, 27, , 2
2015/8/25, 48, 27, 20, 29, , 3
2015/8/26, 51, 29, 27, 38, , 3
2015/8/27, 56, 28, 18, 48, , 4
2015/8/28, 61, 33, 20, 49, , 5
2015/8/29, 71, 41, 31, 57, , 7
2015/8/30, 80, 43, 38, 63, , 7
2015/8/31, 82, 40, 28, 49, , 6
2015/9/1, 74, 27, 29, 39, , 5
2015/9/2, 47, 34, 29, 45, , 5
2015/9/3, 56, 32, 28, 40, , 6
2015/9/4, 44, 29, 23, 44, , 6
2015/9/5, 46, 28, 23, 38, , 4
2015/9/6, 53, 34, 26, 33, , 2
2015/9/7, 49, 44, 23, 49, , 5
2015/9/8, 61, 43, 20, 40, 1, 4
2015/9/9, 63, 45, 31, 44, , 5
2015/9/10, 64, 49, 33, 56, , 5
2015/9/11, 66, 56, 29, 71, 1, 6
2015/9/12, 69, 42, 17, 50, , 5
2015/9/13, 87, 42, 14, 36, , 4
2015/9/14, 83, 23, 24, 36, , 3
2015/9/15, 47, 23, 25, 38, , 4
2015/9/16, 52, 23, 24, 44, , 4
2015/9/17, 68, 32, 22, 43, , 5
2015/9/18, 58, 30, 20, 48, , 5
2015/9/19, 68, 27, 25, 40, , 4
2015/9/20, 53, 36, 30, 50, , 4
2015/9/21, 64, 36, 29, 55, , 6
2015/9/22, 71, 20, 21, 34, , 4
2015/9/23, 40, 31, 21, 45, , 6
2015/9/24, 52, 30, 16, 43, , 5
2015/9/25, 62, 36, 16, 42, , 6
2015/9/26, 66, 40, 24, 42, , 3
2015/9/27, 71, 41, 29, 42, , 3
2015/9/28, 64, 34, 24, 39, , 4
2015/9/29, 58, 36, 26, 40, , 4
2015/9/30, 49, 38, 22, 43, , 4
2015/10/1, 57, 43, 23, 48, 1, 4
2015/4/2, 48, 33, 24, 46, 1, 6
2015/4/3, 52, 44, 10, 52, , 6
2015/4/4, 78, 34, 21, 39, , 4
2015/4/5, 72, 38, 33, 44, , 3
2015/4/6, 71, 47, 33, 47, 1, 3
2015/4/7, 86, 49, 34, 57, 2, 6
2015/4/8, 90, 65, 35, 73, 2, 7
2015/4/9, 118, 71, 30, 80, 3, 9
2015/4/10, 116, 64, 35, 70, 1, 7
2015/4/11, 89, 37, 28, 47, , 4
2015/4/12, 59, 42, 30, 53, , 5
2015/4/13, 73, 52, 23, 61, 1, 7
2015/4/14, 70, 62, 29, 72, 1, 9
2015/4/15, 71, 59, 29, 76, 1, 9
2015/4/16, 69, 70, 26, 80, 1, 8
2015/4/17, 78, 71, 24, 52, 1, 5
2015/4/18, 95, 84, 36, 48, , 3
2015/4/19, 67, 61, 38, 49, , 4
2015/4/20, 71, 66, 40, 60, 1, 5
2015/4/21, 82, 70, 37, 57, 1, 5
2015/4/22, 93, 69, 31, 49, 1, 4
2015/4/23, 92, 66, 35, 62, 1, 6
2015/4/24, 92, 62, 25, 60, 1, 6
2015/4/25, 95, 34, 29, 43, , 3
2015/4/26, 66, 29, 22, 38, , 3
2015/4/27, 59, 43, 28, 34, , 3
2015/4/28, 61, 41, 28, 46, , 5
2015/4/29, 59, 47, 28, 50, , 4
2015/4/30, 62, 25, 18, 49, , 5
2015/5/1, 58, 22, 24, 43, , 3
2015/5/2, 58, 28, 22, 42, , 4
2015/5/3, 66, 22, 27, 30, , 3
2015/5/4, 43, 36, 21, 44, , 6
2015/5/5, 61, 56, 37, 39, , 4
2015/5/6, 53, 49, 79, 39, , 3
2015/5/7, 47, 40, 44, 48, , 5
2015/5/8, 56, 38, 24, 43, , 4
2015/5/9, 62, 34, 32, 33, , 2
2015/5/10, 48, 38, 51, 39, , 3
2015/5/11, 58, 51, 28, 61, , 7
2015/5/12, 69, 50, 33, 44, , 5
2015/5/13, 58, 49, 32, 57, , 5
2015/5/14, 60, 37, 30, 37, , 3
2015/5/15, 59, 47, 31, 40, , 4
2015/5/16, 66, 42, 29, 43, , 4
2015/5/17, 65, 46, 39, 49, , 3
2015/5/18, 69, 46, 30, 44, 1, 4
2015/5/19, 58, 49, 27, 42, , 4
2015/5/20, 47, 31, 26, 42, , 4
2015/5/21, 49, 42, 35, 53, , 6
2015/5/22, 64, 48, 36, 59, 1, 6
2015/5/23, 75, 48, 27, 39, , 3
2015/5/24, 64, 49, 33, 38, , 3
2015/5/25, 68, 35, 36, 29, , 2
2015/5/26, 52, 43, 32, 47, , 5
2015/5/27, 60, 50, 36, 60, , 6
2015/5/28, 75, 39, 25, 49, , 5
2015/5/29, 60, 44, 31, 45, , 4
2015/5/30, 57, 41, 31, 42, , 4
2015/5/31, 49, 35, 25, 28, , 2
2015/6/1, 59, 50, 31, 41, , 4
2015/6/2, 56, 43, 27, 38, , 5
2015/6/3, 54, 39, 31, 38, , 3
2015/6/4, 57, 53, 41, 64, 1, 4
2015/6/5, 70, 61, 46, 66, , 5
2015/6/6, 76, 45, 37, 33, , 2
2015/6/7, 49, 82, 41, 42, , 2
2015/6/8, 64, 73, 32, 36, , 3
2015/6/9, 55, 65, 34, 38, 1, 4
2015/6/10, 90, 61, 42, 51, , 5
2015/6/11, 64, 44, 45, 63, 1, 6
2015/6/12, 77, 43, 39, 56, , 5
2015/6/13, 70, 37, 42, 41, , 3
2015/6/14, 60, 47, 39, 37, , 2
2015/6/15, 56, 53, 35, 43, , 4
2015/6/16, 79, 56, 37, 44, , 4
2015/6/17, 56, 49, 40, 51, , 5
2015/6/18, 61, 35, 28, 32, , 5
2015/6/19, 50, 53, 33, 50, , 4
2015/6/20, 69, 46, 29, 37, , 4
2015/6/21, 64, 33, 24, 22, , 3
2015/6/22, 44, 35, 17, 36, , 4
2015/6/23, 54, 37, 28, 38, , 4
2015/6/24, 57, 47, 36, 60, , 6
2015/6/25, 73, 50, 47, 65, , 6
2015/6/26, 74, 56, 50, 74, , 6
2015/6/27, 74, 37, 34, 34, 1, 3
2015/6/28, 51, 37, 41, 43, , 3
2015/6/29, 57, 42, 37, 50, , 4
2015/6/30, 53, 58, 45, 74, , 5
2015/7/1, 65, 62, 70, 89, 1, 7
2015/1/2, 142, 49, 13, 56, 1, 6
2015/1/3, 105, 28, 16, 38, , 4
2015/1/4, 75, 38, 22, 47, , 5
2015/1/5, 93, 49, 3, 51, , 7
2015/1/6, 107, 45, 5, 43, , 8
2015/1/7, 100, 43, 7, 44, , 9
2015/1/8, 89, 31, 18, 40, , 5
2015/1/9, 71, 31, 17, 38, , 3
2015/1/10, 62, 26, 23, 35, , 3
2015/1/11, 53, 29, 24, 36, , 3
2015/1/12, 60, 28, 18, 34, , 4
2015/1/13, 59, 26, 22, 33, , 4
2015/1/14, 61, 28, 23, 40, 3, 5
2015/1/15, 58, 27, 22, 35, , 4
2015/1/16, 57, 36, 15, 52, , 6
2015/1/17, 67, 40, 12, 37, , 6
2015/1/18, 77, 40, 16, 49, 1, 6
2015/1/19, 80, 47, 14, 52, 1, 7
2015/1/20, 99, 59, 11, 55, , 8
2015/1/21, 131, 49, 11, 45, 1, 7
2015/1/22, 96, 60, 4, 41, , 8
2015/1/23, 136, 61, 9, 40, , 7
2015/1/24, 142, 48, 18, 46, , 6
2015/1/25, 98, 54, 19, 55, 1, 6
2015/1/26, 102, 32, 17, 50, , 5
2015/1/27, 74, 50, 13, 63, 1, 8
2015/1/28, 90, 31, 26, 43, , 4
2015/1/29, 60, 25, 31, 48, , 4
2015/1/30, 56, 30, 25, 55, , 6
2015/1/31, 71, 27, 22, 49, , 4
2015/2/1, 71, 22, 26, 34, , 4
2015/2/2, 55, 40, 24, 56, , 7
2015/2/3, 69, 56, 14, 65, 1, 7
2015/2/4, 94, 49, 16, 47, , 6
2015/2/5, 90, 48, 13, 40, , 6
2015/2/6, 86, 52, 9, 38, 1, 5
2015/2/7, 111, 51, 15, 42, 1, 5
2015/2/8, 118, 44, 21, 37, , 4
2015/2/9, 78, 58, 5, 51, , 7
2015/2/10, 110, 45, 17, 39, , 5
2015/2/11, 86, 63, 9, 46, , 8
2015/2/12, 105, 83, 4, 64, , 13
2015/2/13, 163, 55, 22, 51, 1, 7
2015/2/14, 112, 28, 18, 47, , 5
2015/2/15, 65, 33, 15, 36, , 6
2015/2/16, 67, 54, 9, 51, , 8
2015/2/17, 109, 57, 11, 48, 1, 7
2015/2/18, 108, 68, 5, 54, 1, 7
2015/2/19, 137, 59, 15, 46, , 6
2015/2/20, 131, 28, 23, 41, , 4
2015/2/21, 70, 31, 20, 54, , 5
2015/2/22, 77, 29, 24, 42, , 4
2015/2/23, 73, 31, 24, 44, , 4
2015/2/24, 65, 37, 19, 47, , 5
2015/2/25, 65, 45, 12, 57, , 7
2015/2/26, 85, 36, 25, 47, , 6
2015/2/27, 81, 42, 24, 57, , 6
2015/2/28, 77, 37, 24, 42, , 4
2015/3/1, 73, 28, 27, 37, , 3
2015/3/2, 67, 31, 27, 48, , 4
2015/3/3, 62, 38, 22, 51, , 5
2015/3/4, 69, 42, 23, 52, , 6
2015/3/5, 69, 56, 21, 58, , 7
2015/3/6, 81, 63, 14, 72, 1, 9
2015/3/7, 102, 64, 14, 62, , 8
2015/3/8, 122, 58, 20, 55, , 7
2015/3/9, 117, 51, 19, 50, , 7
2015/3/10, 93, 57, 6, 50, , 7
2015/3/11, 103, 64, 18, 49, 1, 6
2015/3/12, 113, 54, 23, 49, 3, 6
2015/3/13, 79, 52, 19, 54, 1, 7
2015/3/14, 92, 58, 21, 46, , 5
2015/3/15, 113, 53, 8, 37, , 5
2015/3/16, 120, 58, 16, 52, 1, 8
2015/3/17, 122, 75, 21, 73, 2, 9
2015/3/18, 146, 82, 18, 48, 1, 7
2015/3/19, 163, 59, 21, 45, 2, 6
2015/3/20, 124, 86, 16, 49, , 7
2015/3/21, 167, 64, 20, 42, , 5
2015/3/22, 116, 42, 17, 37, , 4
2015/3/23, 69, 56, 19, 52, 1, 6
2015/3/24, 98, 47, 18, 58, 1, 6
2015/3/25, 89, 41, 21, 53, , 6
2015/3/26, 74, 43, 15, 55, , 6
2015/3/27, 78, 45, 23, 58, , 6
2015/3/28, 65, 30, 19, 37, , 3
2015/3/29, 57, 19, 25, 30, , 2
2015/3/30, 34, 27, 28, 40, , 4
2015/3/31, 44, 30, 29, 32, , 3
2015/4/1, 44, 34, 27, 40, , 4
2014/10/2, 100, 45, 15, 54, , 6
2014/10/3, 78, 61, 25, 71, , 11
2014/10/4, 106, 53, 28, 53, , 7
2014/10/5, 83, 34, 20, 38, , 4
2014/10/6, 56, 35, 14, 44, , 5
2014/10/7, 70, 29, 19, 43, , 5
2014/10/8, 54, 27, 22, 48, , 6
2014/10/9, 61, 35, 20, 45, , 7
2014/10/10, 63, 45, 12, 51, , 8
2014/10/11, 87, 38, 21, 46, , 7
2014/10/12, 80, 36, 13, 42, , 5
2014/10/13, 80, 25, 24, 41, , 5
2014/10/14, 53, 34, 23, 59, , 7
2014/10/15, 67, 44, 8, 55, , 9
2014/10/16, 92, 36, 17, 45, , 7
2014/10/17, 65, 33, 16, 51, , 7
2014/10/18, 64, 36, 15, 51, , 8
2014/10/19, 75, 37, 20, 46, , 6
2014/10/20, 78, 41, 12, 49, , 6
2014/10/21, 74, 39, 20, 37, , 4
2014/10/22, 58, 59, 16, 51, , 6
2014/10/23, 69, 44, 18, 49, , 5
2014/10/24, 68, 43, 12, 52, , 6
2014/10/25, 78, 51, 5, 49, , 8
2014/10/26, 108, 47, 14, 46, , 7
2014/10/27, 100, 56, 6, 53, , 9
2014/10/28, 116, 42, 9, 36, , 6
2014/10/29, 89, 53, 6, 47, , 8
2014/10/30, 109, 57, 5, 57, , 9
2014/10/31, 108, 55, 6, 60, , 9
2014/11/1, 98, 45, 11, 42, , 7
2014/11/2, 88, 28, 21, 29, , 3
2014/11/3, 60, 27, 20, 42, , 4
2014/11/4, 50, 36, 16, 52, , 7
2014/11/5, 76, 36, 12, 49, , 6
2014/11/6, 71, 44, 12, 52, , 7
2014/11/7, 87, 28, 19, 45, , 5
2014/11/8, 57, 34, 13, 40, , 5
2014/11/9, 66, 33, 12, 40, , 5
2014/11/10, 71, 37, 10, 44, , 6
2014/11/11, 96, 33, 23, 40, , 6
2014/11/12, 72, 35, 16, 49, , 7
2014/11/13, 66, 42, 9, 42, , 7
2014/11/14, 69, 34, 8, 45, , 7
2014/11/15, 75, 34, 11, 41, , 7
2014/11/16, 76, 26, 14, 42, , 5
2014/11/17, 68, 30, 13, 49, , 7
2014/11/18, 70, 38, 8, 46, , 7
2014/11/19, 85, 47, 7, 45, , 9
2014/11/20, 99, 47, 5, 36, , 7
2014/11/21, 91, 52, 1, 41, , 10
2014/11/22, 109, 54, 1, 42, , 9
2014/11/23, 110, 49, 10, 39, , 8
2014/11/24, 103, 37, 15, 45, , 5
2014/11/25, 71, 49, 4, 40, 1, 8
2014/11/26, 95, 46, , 41, , 10
2014/11/27, 100, 44, 2, 42, , 9
2014/11/28, 87, 44, 4, 45, , 8
2014/11/29, 79, 57, 2, 33, , 7
2014/11/30, 123, 49, 1, 34, 1, 6
2014/12/1, 120, 42, 1, 32, 1, 6
2014/12/2, 96, 41, 1, 34, , 7
2014/12/3, 82, 49, 2, 35, , 7
2014/12/4, 113, 54, , 36, 2, 8
2014/12/5, 109, 46, 2, 42, 2, 9
2014/12/6, 97, 50, 10, 51, 1, 7
2014/12/7, 97, 42, 9, 47, , 6
2014/12/8, 91, 37, 9, 55, 1, 6
2014/12/9, 78, 49, 10, 55, 1, 7
2014/12/10, 85, 31, 20, 45, , 5
2014/12/11, 64, 32, 17, 40, , 4
2014/12/12, 54, 23, 20, 41, , 4
2014/12/13, 53, 32, 18, 57, , 5
2014/12/14, 82, 49, 5, 51, 1, 6
2014/12/15, 112, 38, 4, 45, , 6
2014/12/16, 92, 45, 11, 51, , 8
2014/12/17, 92, 24, 15, 46, , 5
2014/12/18, 67, 26, 18, 44, , 4
2014/12/19, 66, 28, 19, 44, , 4
2014/12/20, 65, 32, 19, 51, , 4
2014/12/21, 70, 28, 18, 43, , 3
2014/12/22, 67, 29, 23, 39, , 3
2014/12/23, 60, 28, 14, 43, , 5
2014/12/24, 69, 34, 18, 37, , 5
2014/12/25, 83, 34, 17, 46, , 4
2014/12/26, 78, 40, 17, 50, , 5
2014/12/27, 84, 21, 21, 27, , 2
2014/12/28, 58, 37, 15, 31, , 3
2014/12/29, 83, , , , , 
2014/7/2, 62, 40, 42, 59, , 5
2014/7/3, 64, 52, 50, 79, , 7
2014/7/4, 74, 44, 36, 63, , 7
2014/7/5, 74, 24, 19, 26, , 4
2014/7/6, 42, 24, 24, 34, , 4
2014/7/7, 51, 37, 18, 48, , 6
2014/7/8, 70, 32, 21, 46, , 6
2014/7/9, 64, 36, 22, 37, , 5
2014/7/10, 65, 29, 18, 35, , 6
2014/7/11, 53, 31, 21, 38, , 6
2014/7/12, 59, 37, 36, 43, , 5
2014/7/13, 71, 30, 20, 28, , 3
2014/7/14, 59, 33, 32, 41, , 4
2014/7/15, 63, 42, 29, 53, , 7
2014/7/16, 85, 46, 43, 63, , 7
2014/7/17, 82, 50, 46, 65, , 6
2014/7/18, 81, 53, 63, 80, , 7
2014/7/19, 84, 50, 53, 55, , 4
2014/7/20, 84, 27, 28, 33, , 4
2014/7/21, 63, 32, 38, 40, , 5
2014/7/22, 66, 40, 44, 45, , 4
2014/7/23, 70, 53, 42, 61, , 7
2014/7/24, 101, 53, 55, 74, 1, 6
2014/7/25, 82, 52, 50, 64, , 5
2014/7/26, 78, 45, 39, 46, , 4
2014/7/27, 78, 76, 47, 53, , 4
2014/7/28, 79, 32, 34, 48, , 4
2014/7/29, 71, 31, 28, 40, 1, 5
2014/7/30, 62, 37, 36, 50, , 6
2014/7/31, 68, 42, 39, 58, , 5
2014/8/1, 67, 46, 43, 61, , 6
2014/8/2, 76, 36, 28, 39, 1, 4
2014/8/3, 63, 23, 27, 38, , 3
2014/8/4, 54, 29, 28, 49, , 4
2014/8/5, 61, 36, 35, 53, , 4
2014/8/6, 70, 33, 12, 46, , 6
2014/8/7, 72, 34, 17, 45, , 6
2014/8/8, 79, 26, 16, 37, , 5
2014/8/9, 63, 23, 26, 32, , 4
2014/8/10, 53, 23, 23, 26, , 3
2014/8/11, 52, 29, 25, 29, , 3
2014/8/12, 44, 64, 24, 31, , 3
2014/8/13, 46, 53, 22, 38, , 4
2014/8/14, 53, 24, 25, 36, , 3
2014/8/15, 53, 21, 28, 27, , 2
2014/8/16, 48, 29, 32, 40, , 3
2014/8/17, 63, 22, 60, 30, , 2
2014/8/18, 44, 31, 27, 39, , 3
2014/8/19, 46, 28, 25, 40, , 3
2014/8/20, 52, 41, 27, 49, , 4
2014/8/21, 57, 39, 29, 54, , 5
2014/8/22, 59, 29, 27, 41, , 4
2014/8/23, 54, 27, 32, 36, , 3
2014/8/24, 51, 29, 30, 48, , 3
2014/8/25, 54, 29, 19, 41, , 4
2014/8/26, 59, 23, 19, 41, , 5
2014/8/27, 56, 29, 16, 43, , 5
2014/8/28, 63, 30, 15, 41, , 6
2014/8/29, 59, 34, 24, 49, , 6
2014/8/30, 61, 28, 20, 39, , 4
2014/8/31, 61, 29, 27, 37, , 4
2014/9/1, 58, 43, 32, 61, , 6
2014/9/2, 78, 44, 23, 45, , 5
2014/9/3, 75, 45, 30, 42, , 5
2014/9/4, 82, 47, 14, 41, , 6
2014/9/5, 89, 53, 22, 48, , 7
2014/9/6, 108, 64, 32, 47, , 6
2014/9/7, 135, 61, 42, 49, , 6
2014/9/8, 122, 61, 40, 47, , 6
2014/9/9, 121, 61, 32, 50, 1, 5
2014/9/10, 114, 59, 25, 50, 1, 5
2014/9/11, 102, 69, 24, 46, , 6
2014/9/12, 100, 59, 28, 51, , 6
2014/9/13, 89, 75, 31, 49, , 4
2014/9/14, 110, 60, 32, 51, , 4
2014/9/15, 103, 62, 31, 54, , 7
2014/9/16, 98, 65, 37, 67, 1, 7
2014/9/17, 93, 56, 26, 65, 1, 8
2014/9/18, 83, 48, 20, 64, , 9
2014/9/19, 79, 42, 16, 54, , 8
2014/9/20, 74, 40, 28, 49, , 6
2014/9/21, 76, 35, 29, 38, 3, 4
2014/9/22, 75, 52, 27, 47, 5, 5
2014/9/23, 102, 62, 24, 53, 5, 5
2014/9/24, 125, 58, 25, 55, 4, 7
2014/9/25, 131, 44, 20, 54, , 8
2014/9/26, 71, 48, 23, 66, , 7
2014/9/27, 82, 48, 28, 49, , 2
2014/9/28, 76, 39, 29, 56, , 7
2014/9/29, 72, 41, 19, 58, , 7
2014/9/30, 87, 51, 20, 71, , 10
2014/10/1, 104, 49, 22, 65, , 9
2014/4/2, 96, 59, 17, 59, , 7
2014/4/3, 88, 59, 23, 58, , 7
2014/4/4, 81, 82, 20, 56, , 7
2014/4/5, 81, 44, 47, 50, , 5
2014/4/6, 68, 34, 16, 32, , 4
2014/4/7, 46, 46, 28, 35, , 5
2014/4/8, 54, 32, 29, 49, , 4
2014/4/9, 45, 48, 24, 60, , 6
2014/4/10, 69, 64, 26, 69, , 6
2014/4/11, 89, 70, 31, 56, , 6
2014/4/12, 101, 66, 36, 50, , 5
2014/4/13, 102, 39, 30, 47, , 3
2014/4/14, 62, 57, 32, 45, , 4
2014/4/15, 63, 70, 30, 57, , 4
2014/4/16, 64, 55, 34, 59, , 5
2014/4/17, 74, 59, 38, 62, , 6
2014/4/18, 67, 69, 31, 45, , 4
2014/4/19, 64, 92, 28, 47, , 3
2014/4/20, 64, 61, 34, 46, , 4
2014/4/21, 69, 45, 35, 56, , 4
2014/4/22, 63, 51, 30, 55, , 6
2014/4/23, 72, 45, 33, 55, , 7
2014/4/24, 74, 62, 27, 58, , 5
2014/4/25, 99, 46, 23, 49, , 6
2014/4/26, 101, 29, 17, 43, , 4
2014/4/27, 65, 23, 29, 35, , 3
2014/4/28, 47, 31, 23, 47, , 5
2014/4/29, 62, 39, 19, 54, , 7
2014/4/30, 74, 80, 24, 56, , 8
2014/5/1, 88, 31, 19, 40, , 4
2014/5/2, 67, 40, 30, 38, , 4
2014/5/3, 74, 38, 34, 43, , 3
2014/5/4, 60, 47, 39, 56, , 3
2014/5/5, 81, 52, 39, 69, , 7
2014/5/6, 82, 39, 31, 47, , 5
2014/5/7, 58, 68, 25, 44, , 5
2014/5/8, 48, 26, 25, 26, , 2
