id,SUID,field,selected,name,shared_name,license_area,description,end_date,start_date,duration_months,value_currency_unit,directors,foundation_date,other_names,shareholders,headquarters,oc_id,website
1778,1778,"Kolo Creek, Soku",FALSE,EPC for Kolo Creek to Soku Gas Export Pipeline Project,EPC for Kolo Creek to Soku Gas Export Pipeline Project,,EPC for Kolo Creek to Soku Gas Export Pipeline Project,,,,,,,,,,,
1777,1777,Gbaran-Ubie,FALSE,Gbaran Ubie Infill Project,Gbaran Ubie Infill Project,,Gbaran Ubie Infill Project,,,,,,,,,,,
1776,1776,,FALSE,Supply of 120 pcs of OPC Batteries,Supply of 120 pcs of OPC Batteries,,Supply of 120 pcs of OPC Batteries,,,,,,,,,,,
1775,1775,,FALSE,Supply of 51/2” 13cr Tubings and accessories,Supply of 51/2” 13cr Tubings and accessories,,Supply of 51/2” 13cr Tubings and accessories,,,,,,,,,,,
1774,1774,Agbada,FALSE,Construction of 6” delivery line in Agbada field with a total length of 50 km,Construction of 6” delivery line in Agbada field with a total length of 50 km,,Construction of 6” delivery line in Agbada field with a total length of 50 km,,,,,,,,,,,
1773,1773,Idu-OB/OB,FALSE,"Geotechnical Investigation for proposed 18"" x 22km Idu-OB/OB Agip pipeline","Geotechnical Investigation for proposed 18"" x 22km Idu-OB/OB Agip pipeline",,"Geotechnical Investigation for proposed 18"" x 22km Idu-OB/OB Agip pipeline",,2003,,,,,,,,,
1772,1772,"Onne, Eleme",FALSE,"Geotechnical Investigation for the proposed loading bay Project. Thermal Dissolution Unit (TDU) at Onne, Eleme","Geotechnical Investigation for the proposed loading bay Project. Thermal Dissolution Unit (TDU) at Onne, Eleme",,"Geotechnical Investigation for the proposed loading bay Project. Thermal Dissolution Unit (TDU) at Onne, Eleme",,2001,,,,,,,,,
1771,1771,,FALSE,"Geotechnical Investigation for the proposed 10"" x 38km 1m-Kwale Agip gas pipeline","Geotechnical Investigation for the proposed 10"" x 38km 1m-Kwale Agip gas pipeline",,"Geotechnical Investigation for the proposed 10"" x 38km 1m-Kwale Agip gas pipeline",,2002,,,,,,,,,
1770,1770,Ikot Abasi,FALSE,Geotechnical Investigation for the proposed Ibom power plant project at Ikot Abasi,Geotechnical Investigation for the proposed Ibom power plant project at Ikot Abasi,,Geotechnical Investigation for the proposed Ibom power plant project at Ikot Abasi,,2001,,,,,,,,,
1769,1769,,FALSE,Geotechnical Investigation for Sand Search along Tebidaba River for Reclamation works at Tebidaba Flow station.,Geotechnical Investigation for Sand Search along Tebidaba River for Reclamation works at Tebidaba Flow station.,,Geotechnical Investigation for Sand Search along Tebidaba River for Reclamation works at Tebidaba Flow station.,,2006,,,,,,,,,
1768,1768,"Ejama-Ebubu, Eleme",FALSE,Design and construction of Engineered Bio cell bund wall,Design and construction of Engineered Bio cell bund wall,,Design and construction of Engineered Bio cell bund wall,,2011,,,,,,,,,
1767,1767,,FALSE,"Procurement, Installation and Commissioning of AC UPS system and accessories","Procurement, Installation and Commissioning of AC UPS system and accessories",,"Procurement, Installation and Commissioning of AC UPS system and accessories",,2005,,,,,,,,,
1766,1766,,FALSE, 3 burners, 3 burners,, 3 burners at Bonny plant,,,,,,,,,,,
1765,1765,,FALSE,"Procurement of various equipment ranging from Electric Motor, Motor Speed Controller, Pumps, Compressors, Valves","Procurement of various equipment ranging from Electric Motor, Motor Speed Controller, Pumps, Compressors, Valves",,"Procurement of various equipment ranging from Electric Motor, Motor Speed Controller, Pumps, Compressors, Valves",2005,2001,,,,,,,,,
1764,1764,,FALSE,"Rotating equipment Procurement and Technical Support for WAGP, Utorugu and Oben Gas Stations – SPDC WEST, Delta State.","Rotating equipment Procurement and Technical Support for WAGP, Utorugu and Oben Gas Stations – SPDC WEST, Delta State.",,"Rotating equipment Procurement and Technical Support for WAGP, Utorugu and Oben Gas Stations – SPDC WEST, Delta State.",,2007,,,,,,,,,
1763,1763,,FALSE,Waste Fluid and Cuttings Collection and re-injection Services,Waste Fluid and Cuttings Collection and re-injection Services,,Waste Fluid and Cuttings Collection and re-injection Services,2003,1999,,,,,,,,,
1762,1762,,FALSE,Mud Tank Rental Service,Mud Tank Rental Service,,Mud Tank Rental Service,2007,2005,,,,,,,,,
1761,1761,,FALSE,Drill Cuttings Handling Services ,Drill Cuttings Handling Services ,,Drill Cuttings Handling Services ,,2005,,,,,,,,,
1760,1760,,FALSE,Rental of Offshore Cuttings Skips,Rental of Offshore Cuttings Skips,,Rental of Offshore Cuttings Skips,,2012-02,,,,,,,,,
1759,1759,,FALSE,"Maintenance, servicing, operation, recovery, cleaning and replacement of SHELL’s Owned Light Vehicle Fleet[ operational and expatriate staff cars] to support SHELL operations in the Eastern Division; Management, administration, scheduling, dispatching and operation, on a day to day basis, of operational vehicles allocated to the divisional pool","Maintenance, servicing, operation, recovery, cleaning and replacement of SHELL’s Owned Light Vehicle Fleet[ operational and expatriate staff cars] to support SHELL operations in the Eastern Division; Management, administration, scheduling, dispatching and operation, on a day to day basis, of operational vehicles allocated to the divisional pool",,"Maintenance, servicing, operation, recovery, cleaning and replacement of SHELL’s Owned Light Vehicle Fleet[ operational and expatriate staff cars] to support SHELL operations in the Eastern Division; Management, administration, scheduling, dispatching and operation, on a day to day basis, of operational vehicles allocated to the divisional pool",,2001,,,,,,,,,
1758,1758,"Brass, Kwale, Ebocha, Ob-Ob, Port Harcourt",FALSE,Provision of logistics services; Provision of generator maintenance services; Green River projects; Telecommunications; services; Procurement and ware housing; Provision of technical manpower; Gas Utilization project; Installation Kit Gas Tartarini,Provision of logistics services; Provision of generator maintenance services; Green River projects; Telecommunications; services; Procurement and ware housing; Provision of technical manpower; Gas Utilization project; Installation Kit Gas Tartarini,,Provision of logistics services; Provision of generator maintenance services; Green River projects; Telecommunications; services; Procurement and ware housing; Provision of technical manpower; Gas Utilization project; Installation Kit Gas Tartarini,,1998,,,,,,,,,
1757,1757,16,FALSE,Treatment and Disposal of Water Base Drill Cuttings,Treatment and Disposal of Water Base Drill Cuttings,OML 60,16,2005-04,2004-11,5,Naira,,,,,,,
1756,1756,,FALSE,Collection and Incineration of medical waste,Collection and Incineration of medical waste,,Collection and Incineration of medical waste,,2006-03,,Naira,,,,,,,
1755,1755,,FALSE, Biodegradable Waste, Biodegradable Waste,, Biodegradable Waste,2007-08,2007-06,2,Naira,,,,,,,
1754,1754,,FALSE,Waste management,Waste management,,Waste management in Rivers state,,1999,,,,,,,,,
1753,1753,Bonny,FALSE,Treatment and disposal of waterworks sludge,Treatment and disposal of waterworks sludge,,Treatment and disposal of waterworks sludge,,1999,,,,,,,,,
1752,1752,,FALSE,Methanol Swabbing of NAOC's Rumuji/Obiafu Obrikom 24” x 62.1km pipeline,Methanol Swabbing of NAOC's Rumuji/Obiafu Obrikom 24” x 62.1km pipeline,,Methanol Swabbing of NAOC's Rumuji/Obiafu Obrikom 24” x 62.1km pipeline,,,,,,,,,,,
1751,1751,,FALSE,"Supply of labor (workforce) for the construction, hydrotesting, and nitrogen leak checks of Izombe phase 1 gas plant.","Supply of labor (workforce) for the construction, hydrotesting, and nitrogen leak checks of Izombe phase 1 gas plant.",,"Supply of labor (workforce) for the construction, hydrotesting, and nitrogen leak checks of Izombe phase 1 gas plant.",,,,,,,,,,,
1750,1750,,FALSE,"Leak checks, aeration, preservation and Oil purification of step up transformers at Benin, Sapele and Calabar power plants.","Leak checks, aeration, preservation and Oil purification of step up transformers at Benin, Sapele and Calabar power plants.",,"Leak checks, aeration, preservation and Oil purification of step up transformers at Benin, Sapele and Calabar power plants.",,,,,,,,,,,
1749,1749,,FALSE,Commissioning leak test / Nitrogen purging of Izombe gas plant.,Commissioning leak test / Nitrogen purging of Izombe gas plant.,,Commissioning leak test / Nitrogen purging of Izombe gas plant.,,,,,,,,,,,
1748,1748,,FALSE,Installation of LPG piping System,Installation of LPG piping System,,Installation of LPG piping System,,,,,,,,,,,
1747,1747,Escravos,FALSE,Nitrogen purging and Preservation of 24 inch gas pipelines at Escravos.,Nitrogen purging and Preservation of 24 inch gas pipelines at Escravos.,,Nitrogen purging and Preservation of 24 inch gas pipelines at Escravos.,,,,,,,,,,,
1746,1746,,FALSE,Dewatering of 6 inch by 23 kilometer gas pipeline at Cawthorne Channel,Dewatering of 6 inch by 23 kilometer gas pipeline at Cawthorne Channel,,Dewatering of 6 inch by 23 kilometer gas pipeline at Cawthorne Channel,,,,,,,,,,,
1745,1745,"Obagi, Obite, Ibewa",FALSE,"Nitrogen purging / leak checks of Obagi, obite and Ibewa Gas plants (OML 58 shut down maintenance)","Nitrogen purging / leak checks of Obagi, obite and Ibewa Gas plants (OML 58 shut down maintenance)",,"Nitrogen purging / leak checks of Obagi, obite and Ibewa Gas plants (OML 58 shut down maintenance)",,,,,,,,,,,
1744,1744,Oso,FALSE,Nitrogen purging of catalytic gas dryers at OSO Condensate Platform QIT offshore,Nitrogen purging of catalytic gas dryers at OSO Condensate Platform QIT offshore,,Nitrogen purging of catalytic gas dryers at OSO Condensate Platform QIT offshore,,,,,,,,,,,
1743,1743,,FALSE,Nitrogen purging of 3 million liters ocean gas liner (North STAR),Nitrogen purging of 3 million liters ocean gas liner (North STAR),,Nitrogen purging of 3 million liters ocean gas liner (North STAR),,,,,,,,,,,
1742,1742,Oshie,FALSE,Nitrogen purging of Oshie flow station,Nitrogen purging of Oshie flow station,,Nitrogen purging of Oshie flow station,,,,,,,,,,,
1741,1741,Oziengbe,FALSE,Leak checks and pre – commissioning nitrogen purging of Oziengbe flow station Delta State ,Leak checks and pre – commissioning nitrogen purging of Oziengbe flow station Delta State ,,Leak checks and pre – commissioning nitrogen purging of Oziengbe flow station Delta State ,,,,,,,,,,,
1740,1740,Obigbo,FALSE,Chemical cleaning / nitrogen purging of Obigbo and Imo River AGG plants,Chemical cleaning / nitrogen purging of Obigbo and Imo River AGG plants,,Chemical cleaning / nitrogen purging of Obigbo and Imo River AGG plants,,,,,,,,,,,
1739,1739,Utorogu,FALSE,Pre-commissioning Nitrogen purging/leak test of Utorogu gas plant,Pre-commissioning Nitrogen purging/leak test of Utorogu gas plant,,Pre-commissioning Nitrogen purging/leak test of Utorogu gas plant,,,,,,,,,,,
1738,1738,Bonga,FALSE,"Repair and supply of Gre pipes and Fittings; Supply, installation and repairs of GRE pipes and fittings on SNEPCO Bonga FPSO","Repair and supply of Gre pipes and Fittings; Supply, installation and repairs of GRE pipes and fittings on SNEPCO Bonga FPSO",,"Repair and supply of Gre pipes and Fittings; Supply, installation and repairs of GRE pipes and fittings on SNEPCO Bonga FPSO",2006,,,,,,,,,,
1737,1737,Bonga,FALSE, Engineering POP – GRE pipe works, Engineering POP – GRE pipe works,, Engineering POP – GRE pipe works,2008,,,,,,,,,,
1736,1736,,FALSE, maintenance of 4 Loading Arms for loading and offloading of petroleum products at the New Atlas Cove Jetty; Stocking of spares for maintenance., maintenance of 4 Loading Arms for loading and offloading of petroleum products at the New Atlas Cove Jetty; Stocking of spares for maintenance.,, maintenance of 4 Loading Arms for loading and offloading of petroleum products at the New Atlas Cove Jetty; Stocking of spares for maintenance.,2010,,,,,,,,,,
1735,1735,,FALSE,Provision of Multi-phase flowmeter for Well Testing Campaign in Land and Swamp Wells,Provision of Multi-phase flowmeter for Well Testing Campaign in Land and Swamp Wells,,Provision of Multi-phase flowmeter for Well Testing Campaign in Land and Swamp Wells,2010,,,,,,,,,,
1734,1734,Obite,FALSE,"GRE Repair on OML58; Fabrication, Installation, Repair and Testing of 6″ GRE line on OML58","GRE Repair on OML58; Fabrication, Installation, Repair and Testing of 6″ GRE line on OML58",,"GRE Repair on OML58; Fabrication, Installation, Repair and Testing of 6″ GRE line on OML58",2011,,,,,,,,,,
1733,1733,,FALSE,"Supply of OCTG; Supply of 36″ API SL, X-56, PSL-2 Conductor pipe (OCTG)","Supply of OCTG; Supply of 36″ API SL, X-56, PSL-2 Conductor pipe (OCTG)",,"Supply of OCTG; Supply of 36″ API SL, X-56, PSL-2 Conductor pipe (OCTG)",2011,,,,,,,,,,
1732,1732,,FALSE,"Supply of FMC Smith Meter; Supply of FMC Smith Meter Model: LE3-S3(Standard Trim), Smith Meter Model: LE3-S3(Standard Trim) Master Meter, Accuracy Curve (5 point Flow Test) for Master Meter. (on standard factory test fluid) and Smith Meter In-line Strainers.","Supply of FMC Smith Meter; Supply of FMC Smith Meter Model: LE3-S3(Standard Trim), Smith Meter Model: LE3-S3(Standard Trim) Master Meter, Accuracy Curve (5 point Flow Test) for Master Meter. (on standard factory test fluid) and Smith Meter In-line Strainers.",,"Supply of FMC Smith Meter; Supply of FMC Smith Meter Model: LE3-S3(Standard Trim), Smith Meter Model: LE3-S3(Standard Trim) Master Meter, Accuracy Curve (5 point Flow Test) for Master Meter. (on standard factory test fluid) and Smith Meter In-line Strainers.",2012,,,,,,,,,,
1731,1731,,FALSE,Provision of Specialist Support Sevices for SPDC Metering Department,Provision of Specialist Support Sevices for SPDC Metering Department,,Provision of Specialist Support Sevices for SPDC Metering Department,2012,,,,,,,,,,
1730,1730,,FALSE,Provision Of Surface Well Testing Service,Provision Of Surface Well Testing Service,,Provision Of Surface Well Testing Service,2013,,,,,,,,,,
1729,1729,,FALSE, gas operated loading arms, gas operated loading arms,, gas operated loading arms,2013,,,,,,,,,,
1728,1728,,FALSE, 4″ GRE Firewater line, 4″ GRE Firewater line,, 4″ GRE Firewater line,2013,,,,,,,,,,
1727,1727,,FALSE,Warri Refining and Petrochemical Company Limited,Warri Refining and Petrochemical Company Limited,,,,,,,,,,,,,
1726,1726,Okpoho,FALSE,Provision Of MPFM Well Testing On Okpoho Platform,Provision Of MPFM Well Testing On Okpoho Platform,,Provision Of MPFM Well Testing On Okpoho Platform,2013,,,,,,,,,,
1725,1725,,FALSE,Nigerian Petroleum Development Company Limited (NPDC),Nigerian Petroleum Development Company Limited (NPDC),,,,,,,,,,,,,
1724,1724,,FALSE,Supply and Installation of Sunstrand Gear Box Assembly,Supply and Installation of Sunstrand Gear Box Assembly,,Supply and Installation of Sunstrand Gear Box Assembly,2013,,,,,,,,,,
1723,1723,,FALSE,Supply of Deliverables for Mobil Offshore Security Upgrades Project,Supply of Deliverables for Mobil Offshore Security Upgrades Project,,Supply of Deliverables for Mobil Offshore Security Upgrades Project,,,,,,,,,,,
1722,1722,,FALSE,"Supply of 36,000 FT Casing; Three phase Supply of Casing, 9-5/8″, 47PPF, 13CrL80, JFE Bear Pin x Box Connections of 780MT","Supply of 36,000 FT Casing; Three phase Supply of Casing, 9-5/8″, 47PPF, 13CrL80, JFE Bear Pin x Box Connections of 780MT",,"Supply of 36,000 FT Casing; Three phase Supply of Casing, 9-5/8″, 47PPF, 13CrL80, JFE Bear Pin x Box Connections of 780MT",,,,,,,,,,,
1721,1721,,FALSE, OFD5 Platforms and Access Bridges, OFD5 Platforms and Access Bridges,, OFD5 Platforms and Access Bridges,,,,,,,,,,,
1720,1720,,FALSE," LQP (NWP) scopes for DSO Project. Ranging from 2″, 3″, 4″, 6″, 8″, 10″ and 12″."," LQP (NWP) scopes for DSO Project. Ranging from 2″, 3″, 4″, 6″, 8″, 10″ and 12″.",," LQP (NWP) scopes for DSO Project. Ranging from 2″, 3″, 4″, 6″, 8″, 10″ and 12″.",,,,,,,,,,,
1719,1719,Erha North,FALSE,"Supply of Seamless Cladded and non Cladded Line Pipes, ranging from 6″ to 12″ of about 5,149 MT in weight","Supply of Seamless Cladded and non Cladded Line Pipes, ranging from 6″ to 12″ of about 5,149 MT in weight",,"Supply of Seamless Cladded and non Cladded Line Pipes, ranging from 6″ to 12″ of about 5,149 MT in weight",,,,,,,,,,,
1718,1718,"Kolo Creek, Soku ",FALSE,Supply of Piping Bulk Items,Supply of Piping Bulk Items,,Supply of Piping Bulk Items,2014,,,,,,,,,,
1717,1717,,FALSE,Supply of Milton Roy Complete Pumps,Supply of Milton Roy Complete Pumps,,Supply of Milton Roy Complete Pumps,2014,,,,,,,,,,
1716,1716,"Orogho, Okporhuru",FALSE,Provision of Well Testing Services,Provision of Well Testing Services,,Provision of Well Testing Services,2014,,,,,,,,,,
1715,1715,Escravos,FALSE," CPVC Pipeline; Excavation, Painting, Cutting, Shaping, Joining, Clamping, Padding and Laying of the following lines: 3″ SE-A50-6007, 4″ SE-A19-6007, 6″ WP-A50-6112, 12″ W-B50-6129 and Hydro-testing."," CPVC Pipeline; Excavation, Painting, Cutting, Shaping, Joining, Clamping, Padding and Laying of the following lines: 3″ SE-A50-6007, 4″ SE-A19-6007, 6″ WP-A50-6112, 12″ W-B50-6129 and Hydro-testing.",," CPVC Pipeline; Excavation, Painting, Cutting, Shaping, Joining, Clamping, Padding and Laying of the following lines: 3″ SE-A50-6007, 4″ SE-A19-6007, 6″ WP-A50-6112, 12″ W-B50-6129 and Hydro-testing.",2014,,,,,,,,,,
1714,1714,Agbami,FALSE,Supply of Materials for Minox Pressure Control Valve ,Supply of Materials for Minox Pressure Control Valve ,,Supply of Materials for Minox Pressure Control Valve on Agbami FPSO,2014,,,,,,,,,,
1713,1713,,FALSE,Supply of OMB Carbon Steel Ball Valves,Supply of OMB Carbon Steel Ball Valves,,Supply of OMB Carbon Steel Ball Valves,,,,,,,,,,,
