project,owner,status,countries,type,geom,pci,capacity,capacity_unit,lat,lng,route,url
Valdai-Pskov-Riga Gas Pipeline,Gazprom,operating,"Russia, Latvia",Gas Pipeline,line,,,,,,"57.95168,33.27965:57.928887,32.981644:57.949663,32.778053:57.95695,32.589912:57.930528,32.401428:57.931622,32.044029:57.920865,32.028236:57.932897,31.858292:57.928523,31.80233:57.941828,31.638908:57.930163,31.616936:57.920501,31.570244:57.913389,31.26503:57.880912,31.028652:57.888851,31.010799:57.882737,30.931664:57.881733,30.809269:57.873062,30.701122:57.876896,30.648766:57.874157,30.574093:57.867584,30.554008:57.869684,30.51178:57.856352,30.353165:57.789893,29.811401:57.773968,29.613304:57.744114,29.543953:57.705248,29.168701:57.727803,29.014549:57.732019,28.963737:57.714785,28.906403:57.720836,28.827095:57.757487,28.750877:57.756938,28.588829:57.773053,28.212891:57.761883,28.171005:57.759868,28.098564:57.699928,27.874374:57.69894,27.80189:57.695341,27.684216:57.686809,27.623405:57.675245,27.58667:57.673593,27.555256:57.664779,27.532253:57.662576,27.504272:57.640715,27.402649:57.625644,27.36351:57.601646,27.246952:57.591803,27.205067:57.595851,27.182064:57.592723,27.129192:57.591159,27.088852:57.568612,27.048168:57.556458,26.985855:57.546971,26.896591:57.540522,26.852131:57.520893,26.800289:57.519787,26.775055:57.522552,26.760807:57.513979,26.695747:57.490276,26.631031:57.485848,26.573181:57.479942,26.564255:57.467851,26.479282:57.470066,26.465549:57.460095,26.430531:57.451138,26.419029:57.447166,26.349335:57.440885,26.337662:57.442917,26.305218:57.43682,26.265736:57.439776,26.246166:57.436265,26.214924:57.431461,26.200333:57.428319,26.149006:57.415656,26.110039:57.405947,26.099052:57.395774,26.070385:57.397162,26.054592:57.374956,25.990219:57.376252,25.959492:57.347366,25.831432:57.348941,25.816498:57.346255,25.78474:57.332822,25.756073:57.333564,25.703201:57.322258,25.668011:57.294721,25.552826:57.296669,25.448456:57.288877,25.431633:57.278672,25.359879:57.270505,25.338936:57.241815,25.15337:57.207059,25.069084:57.203247,25.005226:57.197482,24.990463:57.196831,24.970036:57.174877,24.936218:57.134935,24.797344:57.13419,24.782324:57.129066,24.743185:57.126737,24.704819:57.112012,24.661732:57.114948,24.636068:57.120028,24.628258:57.103902,24.577103:57.102317,24.533157:57.084038,24.523373:56.970808,24.12941",https://www.gem.wiki/Valdai-Pskov-Riga_Gas_Pipeline
Voronezh-Shebelenka Pipeline,,operating,"Russia, Ukraine",Gas Pipeline,line,,40.0,bcm/year,,,"51.30708157488067,38.70809269181278:50.01757005523895,37.62847822517484:49.15479957279011,35.79595264528217",http://bit.ly/2uwyenM
Yamal-Europe Gas Pipeline,"PGNiG, Gazprom",operating,"Russia, Belarus, Germany, Poland",Gas Pipeline,line,,33.0,bcm/year,,,"57.04110340096688,34.968109130859375:56.805014,34.72229:56.80163,34.70993:56.659246,34.544449:56.592766,34.51561:56.406304,34.348755:56.389584,34.313049:56.28667,34.19928:56.2573705,34.1655083:56.2409188,34.1557236:56.2106197,34.1369267:56.2049389,34.1252537:56.2012627,34.1152973:56.1871273,34.0899773:56.1665573,34.0524092:56.1606096,34.0397663:56.1477024,34.0365906:56.1411037,34.0161629:56.1312993,34.0028591:56.11331,33.979599:56.1104386,33.9752217:56.1038814,33.9647503:56.1017273,33.9617462:56.0925568,33.9578238:56.0725853,33.9464083:56.0694497,33.9454384:56.0668146,33.9450093:56.0586206,33.9432926:56.0350568,33.9154234:56.0300276,33.9100876:56.0254172,33.9051237:56.0197834,33.8987465:56.0015716,33.8781729:55.9821772,33.8563719:55.9602531,33.8328285:55.9541245,33.8261595:55.9472787,33.8257046:55.9315811,33.8095083:55.9122742,33.7700863:55.8996206,33.7447663:55.8930011,33.7332907:55.8900434,33.7288018:55.8839518,33.7221327:55.8733861,33.7021942:55.8728999,33.7012914:55.8651245,33.6868563:55.8589856,33.6761875:55.8471073,33.6634245:55.8450136,33.6590214:55.8428185,33.6561289:55.8407728,33.6553307:55.8385558,33.6543007:55.8346517,33.6498375:55.8252032,33.6400528:55.8065138,33.6227408:55.7967207,33.6131277:55.7845386,33.6013432:55.783332,33.5986824:55.7697407,33.5626593:55.7631038,33.5449524:55.7618,33.5434933:55.7556182,33.5386009:55.7531766,33.5370817:55.7361223,33.5259238:55.7007603,33.5019512:55.6783337,33.4848999:55.6747787,33.4822102:55.6453144,33.4600058:55.6433769,33.4581175:55.6306138,33.4447022:55.6177715,33.4300251:55.6152026,33.428566:55.6078073,33.425416:55.5996397,33.4212704:55.5908932,33.4180217:55.5874276,33.4142752:55.5839725,33.4110995:55.5824686,33.4092541:55.5769135,33.4021302:55.5697804,33.3925171:55.5686157,33.3907147:55.5645146,33.3830757:55.5561171,33.3675404:55.554952,33.3643217:55.5537383,33.3603306:55.5523304,33.3561678:55.5495629,33.3488722:55.5440023,33.3346724:55.5407741,33.3245808:55.5358445,33.3122641:55.529463,33.2962052:55.521228,33.293287:55.5204992,33.2920424:55.5064834,33.2566952:55.5053022,33.2531375:55.5053022,33.2531375:55.5044844,33.245814:55.4943298,33.2161037:55.4726919,33.1830353:55.4712921,33.1779667:55.4696255,33.1718764:55.4667129,33.161166:55.4638873,33.1578899:55.4539417,33.1394324:55.4497606,33.1324401:55.4470243,33.1286911:55.4253123,33.1038283:55.4171307,33.094841:55.4134821,33.0907523:55.4094791,33.0843438:55.3989847,33.0710091:55.3809225,33.0488433:55.3692777,33.0344989:55.3539992,33.0022029:55.3469867,32.9883391:55.3443085,32.982537:55.3356382,32.9708726:55.3346619,32.968126:55.3275886,32.9503504:55.3203065,32.9331071:55.3174494,32.9272277:55.3138107,32.9192025:55.3107639,32.9119841:55.3103426,32.9107911:55.3101472,32.9095036:55.3100983,32.9077441:55.3114416,32.8902346:55.3112707,32.8885609:55.3109776,32.8871018:55.3086572,32.8793341:55.3065077,32.869764:55.303381,32.8569752:55.300425,32.8439719:55.2969557,32.8286511:55.2932662,32.8107983:55.289112,32.7914435:55.2883545,32.7899415:55.2854523,32.7866713:55.276158,32.7731616:55.2654311,32.7413098:55.261757,32.7311475:55.2559854,32.7175433:55.2545423,32.7154834:55.2492589,32.7096898:55.2485494,32.7084882:55.2453753,32.7016131:55.2388856,32.6879317:55.2349031,32.676851:55.2306878,32.66347:55.2272124,32.6531274:55.2170048,32.6227004:55.2142872,32.6147181:55.2138465,32.6141173:55.2132344,32.6136882:55.2069965,32.6099889:55.1996188,32.5948483:55.1924418,32.5808579:55.1893306,32.5753648:55.1834749,32.5656659:55.1723492,32.5465686:55.168354,32.5397879:55.1549499,32.5160472:55.1476423,32.5032155:55.1449935,32.4967353:55.1422894,32.4940402:55.1400328,32.4907786:55.1361876,32.4843327:55.1325813,32.4797408:55.1271038,32.4718959:55.1154469,32.4549443:55.1140724,32.4527985:55.1120842,32.4480778:55.110955,32.4466616:55.0963468,32.4258906:55.087825,32.4131018:55.0826176,32.4054629:55.07604,32.3819367:55.0743631,32.3769242:55.0727661,32.3738772:55.0637968,32.3543936:55.0617078,32.3504884:55.0592008,32.3463256:55.0539713,32.3377339:55.0527852,32.3351676:55.0486551,32.322765:55.0452191,32.3128859:55.0421886,32.3043114:55.0363851,32.2904927:55.0277029,32.2819955:55.0249724,32.2788197:55.019437,32.2695071:55.0178378,32.2654731:55.016017,32.2602374:55.0131627,32.2516114:55.0123752,32.2503239:55.0094714,32.2463757:55.0005372,32.2343165:54.995097,32.2264201:54.9829337,32.2093827:54.9750096,32.1986024:54.9690424,32.189942:54.9604195,32.1787411:54.9526819,32.169171:54.9496013,32.1653516:54.9479253,32.1627337:54.9434146,32.1553523:54.9427737,32.1535069:54.9426505,32.1514041:54.9429709,32.145353:54.9426505,32.140289:54.9397478,32.1247021:54.9388788,32.1226937:54.9376708,32.1212346:54.936395,32.1208827:54.9337507,32.1210629:54.926082,32.1217496:54.9192566,32.1121279:54.914866,32.1093384:54.9096547,32.103768:54.9076378,32.0945756:54.9035113,32.0769459:54.8985514,32.0686204:54.895516,32.0640284:54.8927024,32.0600802:54.8916164,32.0589215:54.8889014,32.0580632:54.8814463,32.0531708:54.8786565,32.0438582:54.8789527,32.0387084:54.8777429,32.0360605:54.8777429,32.0360605:54.878317,32.0117919:54.876101,31.9918792:54.8741874,31.9622676:54.8757479,31.956047:54.8795058,31.9451443:54.87819,31.92636:54.877496,31.884041:54.883322,31.837006:54.874335,31.733494:54.850623,31.638393:54.854379,31.621399:54.850228,31.564236:54.83461,31.536598:54.815426,31.452141:54.788116,31.400642:54.757124,31.295757:54.762968,31.278763:54.727495,31.131992:54.707367,31.080151:54.705284,31.041698:54.69338,30.984535:54.687824,30.983505:54.673632,30.922909:54.676412,30.885315:54.666386,30.823174:54.672044,30.802917:54.659634,30.71949:54.639671,30.65855:54.63222,30.603104:54.61816,30.49972:54.364558,29.02751:53.755511,27.872829:53.289666,26.642489:53.089849,25.290248:53.018088,23.894663:52.938901,22.181525:52.924849,20.553424:52.739696,18.954721:52.565226,16.557276:52.442893,14.474144",https://www.gem.wiki/Yamal-Europe_Gas_Pipeline
Yelets-Kiev Pipeline,,operating,"Russia, Ukraine",Gas Pipeline,line,,,,,,"52.73994560589244,37.22038603073925:50.41772065672868,30.55669007773148",http://bit.ly/2S9hueD
Yelets-Kremenchuk–Kryvyi Rih Gas Pipeline,"Gazprom, Naftogaz",operating,"Russia, Ukraine",Gas Pipeline,line,,31.0,bcm/year,,,"52.618026,38.504582:49.068478,33.424705:47.913069,33.388533",https://www.gem.wiki/Yelets_Kremenchuk_Kryvyi_Rih_Pipeline
Yelets-Kursk-Dykanka Gas Pipeline,"Gazprom, Naftogaz",operating,"Russia, Ukraine",Gas Pipeline,line,,15.0,bcm/year,,,"52.618443,38.505269:51.710592,36.156868:49.824801,34.525267",https://www.gem.wiki/Yelets_Kursk_Dykanka_Pipeline
Serbian-Hungarian Gas Pipeline,MOL Group,proposed,"Serbia, Hungary",Gas Pipeline,line,,6.0,bcm/year,,,"46.175423215233295, 19.985781985557992:46.275181173704034, 20.06663449578758:46.82851195220131, 19.758726059300898",https://www.gem.wiki/Serbian-Hungarian_Gas_Pipeline
Eastring Pipeline,"Eustream, Bulgartransgaz, Transgaz, MOL",proposed,"Slovakia, Hungary, Romania, Bulgaria",Gas Pipeline,line,,20.0,bcm/year,,,"48.2887, 19.343: 48.2011, 19.255: 48.0805, 19.254: 48.0062, 19.201: 47.9611, 19.188: 47.8643, 19.176: 47.8457, 19.167: 47.7688, 19.188: 47.7211, 19.164: 47.6667, 19.117: 47.6309, 19.171: 47.603, 19.236: 47.5752, 19.262: 47.5394, 19.42: 47.4824, 19.422: 47.4452, 19.368: 47.4094, 19.316: 47.3909, 19.291: 47.3153, 19.286: 47.2688, 19.303: 47.2238, 19.342: 47.1588, 19.452: 47.1124, 19.487: 47.0673, 19.51: 46.9718, 19.575: 46.9373, 19.611: 46.8017, 19.749: 46.7687, 19.782: 46.5959, 19.94: 46.4816, 20.07: 46.4384, 20.118: 46.4003, 20.174: 46.3342, 20.415: 46.2453, 20.552: 46.2021, 20.743: 46.1971, 20.809: 46.2479, 20.938: 46.253, 21.007: 46.2657, 21.091: 46.2758, 21.167: 46.286, 21.307: 46.2911, 21.38: 46.2936, 21.459: 46.2911, 21.495: 46.2148, 21.472: 46.164, 21.464: 46.1107, 21.452: 46.0878, 21.454: 46.0319, 21.515: 45.9938, 21.561: 45.9456, 21.607: 45.8947, 21.629: 45.8668, 21.685: 45.8389, 21.741: 45.8081, 21.801: 45.7441, 21.922: 45.7138, 21.973: 45.6801, 22.03: 45.6179, 22.15: 45.601, 22.207: 45.6061, 22.276: 45.6212, 22.436: 45.6296, 22.503: 45.6414, 22.567: 45.665, 22.725: 45.6751, 22.791: 45.6734, 22.857: 45.6583, 23.01: 45.6515, 23.082: 45.6448, 23.155: 45.5775, 23.264: 45.5404, 23.313: 45.5108, 23.362: 45.4952, 23.382: 45.3624, 23.403: 45.216, 23.424: 45.1379, 23.456: 44.9602, 23.456: 44.9153, 23.462: 44.9036, 23.614: 44.8977, 23.692: 44.8782, 23.909: 44.8723, 23.983: 44.8528, 24.096: 44.7942, 24.258: 44.7728, 24.323: 44.7337, 24.453: 44.7122, 24.524: 44.6868, 24.744: 44.679, 24.817: 44.6549, 25.041: 44.6457, 25.106: 44.6259, 25.33: 44.6178, 25.402: 44.5886, 25.687: 44.5496, 25.979: 44.5383, 26.083: 44.3161, 25.958: 44.2626, 25.932: 44.1247, 25.854: 44.076, 25.857: 44.0177, 25.881: 43.8722, 25.899: 43.8131, 25.908: 43.6994, 25.985: 43.2993, 26.017: 42.8809, 26.517: 42.7401, 26.57: 42.6172, 26.612: 42.168, 26.9: 42.0408, 27.018",https://www.gem.wiki/Eastring_Pipeline
Komarno-Drozdovychi Gas Pipeline,,operating,"Slovakia, Ukraine",Gas Pipeline,line,,5.0,bcm/year,,,"47.762446,18.131614:49.807127,23.641684",https://www.gem.wiki/Komarno_Drozdovychi_Pipeline
Vojany-Uzhgorod Gas Pipeline,"Naftogaz, Eustream",operating,"Slovakia, Ukraine",Gas Pipeline,line,,9.0,bcm/year,,,"48.569357,21.988859:48.621376,22.288911",https://www.gem.wiki/Vojany-Uzhgorod_Gas_Pipeline
Baumgarten–Plavecky Peter Gas Pipeline,,operating,Slovenia,Gas Pipeline,line,,,,,,"48.316295, 16.875328: 48.546336, 17.316051",https://gem.wiki/Baumgarten–Plavecky_Peter_Gas_Pipeline
Brodské–Plavecky Peter Gas Pipeline,,operating,Slovenia,Gas Pipeline,line,,,,,,"48.699, 17.025: 48.546336, 17.316051",https://gem.wiki/Brodské–Plavecky_Peter_Gas_Pipeline
Jablonov Velke–Kapusany Gas Pipeline,,operating,Slovenia,Gas Pipeline,line,,,,,,"48.6, 20.72: 48.552002, 22.121625",https://gem.wiki/Jablonov_Velke–Kapusany_Gas_Pipeline
Jablonov–Nemesbikk Gas Pipeline,,operating,Slovenia,Gas Pipeline,line,,,,,,"48.6, 20.72: 47.8876867, 20.9661155",https://gem.wiki/Jablonov–Nemesbikk_Gas_Pipeline
Nitra Velke–Jablonov Gas Pipeline,,operating,Slovenia,Gas Pipeline,line,,,,,,"48.3, 18.08: 48.2023, 19.461",https://gem.wiki/Nitra_Velke–Jablonov_Gas_Pipeline
Pince-Lendava-Kidričevo Gas Pipeline,Plinovodi d.o.o.,proposed,Slovenia,Gas Pipeline,line,,,,,,"46.3968, 15.7919: 46.4101, 15.816: 46.4454, 15.8706: 46.4654, 15.9324: 46.4963, 15.996: 46.5218, 16.0487: 46.5254, 16.1178: 46.5473, 16.1833: 46.5473, 16.2578: 46.5436, 16.3323: 46.5628, 16.372: 46.5254, 16.5233",https://www.gem.wiki/Pince-Lendava-Kidri%C4%8Devo_Gas_Pipeline
Plavecky–Nitra Gas Pipeline,,operating,Slovenia,Gas Pipeline,line,,,,,,"48.546336, 17.316051: 48.3, 18.08",https://gem.wiki/Plavecky–Nitra_Gas_Pipeline
Rogatec–Gorizia Gas Pipeline,,operating,"Slovenia, Italy",Gas Pipeline,line,,,,,,"46.2258891, 15.7000312: 46.058, 14.5; 46.058, 14.5: 45.9266, 13.65005; 45.9266, 13.65005: 45.942831, 13.619396",https://gem.wiki/Rogatec–Gorizia_Gas_Pipeline
Šempeter-Vodice Gas Pipeline,Plinovodi d.o.o.,proposed,Slovenia,Gas Pipeline,line,,,,,,"45.928762,13.633655:45.887113,13.905210;45.887113,13.905210:45.894760,14.189347;45.894760,14.189347:46.189905,14.493541",https://www.gem.wiki/%C5%A0empeter-Vodice_Gas_Pipeline
Velke Zlievce–Jablonov Gas Pipeline,,operating,Slovenia,Gas Pipeline,line,,,,,,"48.2023, 19.461: 48.6, 20.72",https://gem.wiki/Velke_Zlievce–Jablonov_Gas_Pipeline
Vodice-Jarše-Novo mesto pipeline,Plinovodi d.o.o.,proposed,Slovenia,Gas Pipeline,line,,,,,,"43.761030,15.777482:46.067742,14.557589:45.955125,14.6562:45.801192,15.170126",https://www.gem.wiki/Vodice-Jar%C5%A1e-Novo_mesto_pipeline
Al Ándalus Gas Pipeline,Enagás,operating,Spain,Gas Pipeline,line,,12.0,bcm/year,,,"36.2, -6.007: 36.382, -6.111: 36.781, -6.014: 37.09, -5.651: 37.249, -5.24: 37.4, -5.012: 37.737, -4.555: 37.802, -4.582: 37.845, -4.706: 37.903, -4.888; 37.736, -4.555: 37.684, -4.349: 37.671, -4.071: 37.559, -4.039: 37.411, -3.955: 37.356, -3.913: 37.333, -3.831: 37.176, -3.73; 36.686, -4.45: 36.708, -4.593: 36.657, -4.676: 36.665, -4.827: 37.063, -4.791: 37.396, -5.018; 36.665, -4.827: 36.605, -4.857: 36.496, -4.859: 36.479, -4.878: 36.488, -4.94: 36.505, -5.005: 36.48, -5.177: 36.446, -5.292: 36.419, -5.317; 37.67, -4.071: 37.756, -3.878: 37.92, -3.876: 38, -3.685: 38.139, -3.561; 37.176, -3.729: 37.117, -3.777: 36.969, -3.727: 36.828, -3.606: 36.765, -3.617",https://www.gem.wiki/Al_Andalus_Pipeline
Alcazar de San Juan–Chinchilla Gas Pipeline,Enagás,operating,Spain,Gas Pipeline,line,,,,,,"39.3898942940067, -3.35009: 39.3533962934251, -3.27252: 39.3453143897783, -3.19937: 39.322680087166, -3.14502: 39.2741533396325, -2.94017: 39.2077790629818, -2.85865: 39.1867204488694, -2.6977: 39.1980604869443, -2.51167: 39.1721377110411, -2.39044: 39.1445842872936, -2.31937: 39.0878226782317, -2.21277: 39.0342627174222, -2.05809: 39.0115280357453, -1.96403: 38.9058784133682, -1.83443: 38.8924159132334, -1.71977",https://gem.wiki/Alcazar_de_San_Juan–Chinchilla_Gas_Pipeline
Alessandria–Cortemaggiore Gas Pipeline,Snam,operating,Spain,Gas Pipeline,line,,,,,,"44.991076, 9.920891: 44.90008, 8.60944",https://gem.wiki/Alessandria–Cortemaggiore_Gas_Pipeline
Alfarras–Pinasses Gas Pipeline,Enagás,operating,Spain,Gas Pipeline,line,,,,,,"41.82882735, 0.56908998: 41.81143753, 0.63283449: 41.83863297, 0.68139777: 41.84640309, 0.69305296: 41.85223069, 0.72413346: 41.85223069, 0.73773118: 41.85223069, 0.76881168: 41.8405755, 0.7824094: 41.82503525, 0.79212205: 41.81920766, 0.80183471: 41.809495, 0.81931749: 41.80366741, 0.84262787: 41.79978234, 0.85234052: 41.79978234, 0.86399571: 41.79978234, 0.87370837: 41.79783981, 0.88147849: 41.79978234, 0.89701874: 41.79783981, 0.90867393: 41.79783981, 0.92615671: 41.79978234, 0.93198431: 41.80560994, 0.9436395: 41.81143753, 0.95529468: 41.81532259, 0.96306481: 41.81920766, 0.96694987: 41.82309272, 0.97083493: 41.82697778, 0.97277747: 41.83086284, 0.97860506: 41.83280538, 0.97860506: 41.83669044, 0.98249012: 41.84251803, 0.98831772: 41.85028816, 1.0058005: 41.85417322, 1.01745569: 41.85611575, 1.02134075: 41.85805828, 1.02716834: 41.86582841, 1.04076606: 41.871656, 1.05630631: 41.87359853, 1.06019137: 41.87554106, 1.06601897: 41.87942613, 1.08350175: 41.87942613, 1.09515694: 41.88136866, 1.11652478: 41.88136866, 1.11846731: 41.88136866, 1.12817997: 41.87942613, 1.14566275: 41.87942613, 1.15149035: 41.8774836, 1.15926047: 41.85086928, 1.21294837: 41.81738698, 1.23425529: 41.81129929, 1.28600066: 41.81129929, 1.31948296: 41.82043082, 1.35296526: 41.82347467, 1.36514064: 41.83565005, 1.3894914: 41.84478159, 1.41079832: 41.85391312, 1.43210523: 41.86304466, 1.44428061: 41.87826389, 1.46558753: 41.88739542, 1.48689445: 41.90261465, 1.53255213: 41.90870234, 1.56603443: 41.90870234, 1.60560442: 41.90565849, 1.63299902: 41.8995708, 1.67561286: 41.89043927, 1.712139: 41.88739542, 1.72431438: 41.87522004, 1.77301591: 41.87217619, 1.78214744: 41.87217619, 1.79127898: 41.87399517, 1.79199142",https://gem.wiki/Alfarras–Pinasses_Gas_Pipeline
Algete-Haro Gas Pipeline,Enagás,operating,Spain,Gas Pipeline,line,,,,,,"40.58592346, -3.54579975: 40.60742122, -3.5370499: 40.67605104, -3.54300047: 40.73065925, -3.58209063: 40.88067263, -3.64209598: 40.93317731, -3.6220942: 41.06568913, -3.59959219: 41.12069404, -3.60209241: 41.2357043, -3.64959665: 41.44072258, -3.69210044: 41.59573641, -3.71710267: 41.67040032, -3.68919968: 41.91552077, -3.75620787: 42.33614183, -3.75620787: 42.34600051, -3.69100046: 42.56387564, -2.87952449: 42.56585546, -2.88239723",https://www.gem.wiki/Algete-Haro_Gas_Pipeline
Algete-Yela Gas Pipeline,Enagás,operating,Spain,Gas Pipeline,line,,,,,,"40.596250,-3.505144:40.823525,-2.781027",https://www.gem.wiki/Algete-Yela_Gas_Pipeline
Almería-Chinchilla Gas Pipeline,Enagás,operating,Spain,Gas Pipeline,line,,,,,,"38.8923695702509, -1.71943: 38.7793232989746, -1.71704: 38.6012228210496, -1.73364: 38.5258631736977, -1.66726: 38.4618165537468, -1.68272: 38.4297718968377, -1.71636: 38.318504438079, -1.72102: 38.236665262612, -1.79515: 38.1929874388873, -1.79352: 38.1402822619404, -1.82459: 38.0836782280338, -1.83113: 38.0193022295838, -1.87854: 37.9613154368635, -1.87037: 37.9019926871391, -1.85565: 37.8271262281467, -1.8671: 37.6800082881554, -1.89; 37.6800079405405, -1.89: 37.4077205678854, -1.96004: 37.3997434714299, -1.96372: 37.3930952423389, -1.96439: 37.3816589089018, -1.95569: 37.3742110563398, -1.95703: 37.3641020734866, -1.96807: 37.3561203354216, -1.97109: 37.3531934854395, -1.97175: 37.340686568212, -1.96539: 37.3289760768676, -1.96807: 37.3172637599911, -1.96707: 37.28211585822, -1.92824: 37.2775880406936, -1.90949: 37.2693307310704, -1.9038: 37.2581419636705, -1.90146: 37.2536127042933, -1.90046: 37.2376036456944, -1.89486: 37.2108251151965, -1.89227: 37.1737314555266, -1.92849: 37.1737314555266, -1.94142: 37.1572395358612, -1.9466: 37.1428061543397, -1.95953: 37.1428061543397, -1.9854: 37.1386818250805, -1.99833: 37.1118682043976, -2.02679: 37.0912358792509, -2.05007: 37.0891723376826, -2.06042: 37.0705979352914, -2.05783: 37.05408353535, -2.05007: 37.0437602099073, -2.04231: 37.0334354804229, -2.03455: 37.0107161340414, -2.03972: 37.0045187695932, -2.06301: 36.9714576267352, -2.0837: 36.9466523409892, -2.14838: 36.9404497570645, -2.20011: 36.9114976896026, -2.21046: 36.8680489773912, -2.22081: 36.8618400000021, -2.25961: 36.8701185243976, -2.30876: 36.8390694332856, -2.44846",https://www.gem.wiki/Almer%C3%ADa-Chinchilla_Gas_Pipeline
Aranda–Soria Gas Pipeline,Enagás,operating,Spain,Gas Pipeline,line,,,,,,"41.67040032, -3.68919967: 41.64808323, -3.57806019: 41.64808323, -3.43609167: 41.64453402, -3.30477079: 41.63033717, -3.19119598: 41.61968953, -3.10956408: 41.64808323, -2.92145579: 41.65518166, -2.76529042: 41.64098481, -2.57718213: 41.66601321, -2.3789792",https://gem.wiki/Aranda–Soria_Gas_Pipeline
Baleares Gas Pipeline,Enagás,operating,Spain,Gas Pipeline,line,,,,,,"38.946109,-0.644814:38.842685,0.107364;38.842685,0.107364:38.982390,1.305725;38.982390,1.305725:38.907235,1.420438:39.569874,2.658225",https://www.gem.wiki/Baleares_Gas_Pipeline
