"�..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"SYR52188","29-January-2019",2019,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-)","","Unidentified Armed Group (Syria)","Civilians (Syria); Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Maarrat An Numan","Ma'arrat An Nu'man",35.648,36.677,"Liveuamap; Undisclosed Source; SOHR; SNHR","Local partner-Other","On 29 January, 2019, the regime forces shelled civilian houses in Ma'arrat An Nu'man town in Idleb with rocket fire impacting Al Bazr market severely damaging several shops, which killed 2 armed fighters and at least 9 civilians, including children and 1 midwife, also injured 30 others. Total fatalities coded as 11.",11
"SYR52275","29-January-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Ar Raqqa","Ar Raqqa","Ar Raqqa","Ar-Raqqa - Amin",35.95,39.008,"Liveuamap; SOHR; SNHR","Local partner-Other","On 29 January, 2019, an IED was detonated by the Watani Hospital in the Amin neighborhood of Ar-Raqqa city, partially damaging the hospital's building, and injuring 5 civilians. No fatalities were reported.",0
"SYR52564","05-February-2019",2019,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Syria)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Al Hasakeh","Quamishli","Quamishli","Quamishli",37.045,41.226,"SOHR; SHAM","Other-National","Unidentified gunmen threw a grenade near the Al-Hilaliyyah dispensary which caused material damage. No injuries or fatalities were reported.",0
"SYR58397","04-April-2019",2019,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-)","Militia (Pro-Government)","Civilians (Syria)","Health Workers (Syria); Labour Group (Syria)","Middle East","Syria","Idleb","Al Mara","Kafr Nobol","Kafr Nobol",35.615,36.56,"Liveuamap; SNHR; SOHR; White Helmets","Local partner-Other","On 4 April, 2019, regime and loyal militia forces shelled the market area in Kafr Nobol in southern Idleb countryside using rocket fire. The shelling impacted in close proximity to a first aid dispensary and an emergency system center, damaging their buildings and equipment and to a school, partially damaging its building and furniture. The shelling also impacted a local bakery. 14 civilians including 6 children and 1 woman were killed and 27 others were wounded, including 8 children and 7 women.",14
"SYR58832","07-April-2019",2019,"Explosions/Remote violence","Shelling/artillery/missile attack","Opposition Rebels (Syria)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Hama","Masyaf","Masyaf","Masyaf",35.066,36.342,"Liveuamap; SHAM; SNHR; SOHR","Local partner-Other","On 07 April, 2019, opposition rebels operating in the north-western countryside of Hama shelled regime-controlled Masyaf town in Hama with Grad missiles, killing 5 people, including 1 woman, and wounding several others. The town's national hospital was hit in the shelling.",5
"SYR59322","27-April-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Aleppo","Jebel Saman","Atareb","Kafr Karmin",36.163,36.792,"SNHR; Undisclosed Source; Liveuamap; SOHR","Local partner-Other","On 27 April, 2019, an IED, planted by an unidentified armed group, detonated near the local hospital of Kafr Karmin town in Aleppo, killing 2 people, wounding 4 others including a child and a woman, and damaging an ambulance.",2
"SYR59649","28-April-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-)","Military Forces of Russia (2000-)","Civilians (Syria)","Health Workers (Syria); Syrian Civil Defence; Aid Workers (Syria); Madiq Castle Communal Group (Syria); National Coalition Of Syrian Revolution and Opposition Forces","Middle East","Syria","Hama","As Suqaylabiyah","Madiq Castle","Madiq Castle",35.414,36.389,"SOHR; White Helmets; Liveuamap; SNHR; SHAM","Local partner-Other","On 28 April, 2019, Russian warplanes carried out 10 airstrikes on Madiq Castle in Hama in conjunction with shelling of the area by regime ground forces with rocket shells and missiles. Airstrikes impacted the 111 hospital for women and children, severely damaging its building and rendering it out of service, targeted a Syrian Civil Defence Center, damaging its building and furniture. The airstrikes also damaged the Education Directorate in the town, affiliated with the National Coalition Of Syrian Revolution and Opposition Forces and a complex of schools. As a result, between 5 and 7 civilians were killed, including 1 woman and 2 children, and 8 others were wounded including 2 children and 2 women.",5
"SYR59650","28-April-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-)","Military Forces of Russia (2000-)","Civilians (Syria)","Health Workers (Syria); Syrian Civil Defence; Aid Workers (Syria); Madiq Castle Communal Group (Syria); National Coalition Of Syrian Revolution and Opposition Forces","Middle East","Syria","Hama","Muhradah","Kafr Zeita","Al-Latamna",35.321,36.62,"SNHR; SOHR; SHAM; Undisclosed Source; Liveuamap","Local partner-Other","On 28 April, 2019, Russian warplanes carried out 3 airstrikes on Al-Latamna and its western outskirts in Hama in conjunction with shelling of the area by regime ground forces. Airstrikes impacted the al-Latamna Surgical Hospital for the second consecutive day and severely damaging its building, equipment, and an ambulance. Neither injuries nor fatalities were reported.",0
"SYR59699","30-April-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-)","Military Forces of Syria (2000-) Syrian Arab Air Force; Militia (Pro-Government)","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Khan Shaykun","Al-Hibet",35.44,36.536,"Liveuamap; SOHR; Undisclosed Source; SNHR","Local partner-Other","On 30 April, 2019, regime warplanes conducted 4 airstrikes on al-Hibet in southern Idleb countryside amid regime helicopters barrel bomb deployment and pro-regime militia forces rocket fire attacks, impacting a health center which sustained significant structural damages, wounding 2 civilians. No fatalities were reported.",0
"SYR59725","01-May-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","Militia (Pro-Government)","Civilians (Syria)","Syrian Civil Defence; Aid Workers (Syria); Health Workers (Syria)","Middle East","Syria","Hama","As Suqaylabiyah","Madiq Castle","Kafr Nabutha",35.432,36.491,"SOHR; Liveuamap; SHAM; SNHR","Local partner-Other","On 1 May, 2019, regime warplanes conducted an airstrike on Kafr Nabutha in northern Hama countryside, amid dropping 4 barrel bombs by regime helicopters and pro-regime militia shelling using rocket and heavy machine gun fire. As a result, 2 individuals were killed and a Civil Defense center and a medical facility were impacted, partially destroying their building and damaging their equipment, an ambulance and a civil defense rescue vehicle. Fatalities assumed to be civilians.",2
"SYR59657","03-May-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-)","Military Forces of Russia (2000-); Military Forces of Syria (2000-) Syrian Arab Air Force","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Hama","As Suqaylabiyah","Madiq Castle","Madiq Castle",35.414,36.389,"Liveuamap; SHAM; SOHR","Local partner-New media","On 3 May 2019, regime helicopters dropped 16 barrel bombs on the town of Madiq Castle while Russian and regime warplanes carried out raids. Concurrently, regime ground forces fired a guided missile at the town which killed 2 civilians, one of whom worked in a hospital.",2
"SYR59647","04-May-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","","Civilians (Syria)","Syrian Civil Defence; Aid Workers (Syria); Health Workers (Syria); Zayzun Communal Group (Syria)","Middle East","Syria","Hama","As Suqaylabiyah","Ziyara","Zayzun",35.7,36.378,"SNHR; Liveuamap; SHAM","Local partner-Other","On 4 May 2019, Russian warplanes carried out raids on the power station in the town of Zayzun in Hama province as well as a complex of vital facilities in the town including a Civil Defense center, a medical dispensary, and the town hall with neither injuries nor fatalities reported. The, however, buildings sustained structural damages.",0
"SYR59576","04-May-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Kafr Nobol","Maaret Harma",35.546,36.544,"Liveuamap; Airwars; SNHR","Local partner-Other","On 4 May 2019, Syrian regime warplanes carried out raids which partially destroyed a medical dispensary in Maaret Harma town in Idleb governorate. As a result, 1 to 3 civilians was killed and 5 others were wounded. Total fatalities coded to 1",1
"SYR60310","05-May-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","Military Forces of Russia (2000-)","Civilians (Syria)","Health Workers (Syria); Syrian Civil Defence","Middle East","Syria","Idleb","Al Mara","Kafr Nobol","Kafr Nobol",35.615,36.56,"SOHR; SNHR; Airwars; Liveuamap","Local partner-Other","On 5 May 2019, Russian warplanes conducted multiple airstrikes on Kafr Nobol town in Idleb governorate. As a result, 2 Syrian Civil Defense members were killed, 2 to 5 civilians were wounded, and a hospital was partially destroyed including its equipment and supplies. Total fatalities coded to 2.",2
"SYR60312","05-May-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","Military Forces of Russia (2000-)","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Kafr Nobol","Termala",35.524,36.482,"SNHR; SOHR; Liveuamap; Airwars","Local partner-Other","On 5 May 2019, Russian warplanes carried out raids while Syrian regime helicopters dropped multiple barrel bombs on Termala town in Idleb governorate. As a result, 1 to 3 civilians were killed, 2 to 10 others were wounded and the airstrikes partially destroyed a hospital and a primary school. Total fatalities coded to 1.",1
"SYR60187","05-May-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","Military Forces of Russia (2000-)","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Kafr Nobol","Has",35.619,36.595,"SNHR; SOHR; Liveuamap","Local partner-Other","On 5 May 2019, Russian warplanes carried out raids on Nabd al Hayat Hospital near Has in Idleb while regime helicopters dropped barrel bombs on the town, which killed a civilian. The strikes on the hospital severely damaging the hospital facilities and equipment.",1
"SYR60443","06-May-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Aleppo","Jebel Saman","Zarbah","Zarbah",36.07,36.979,"SOHR; Liveuamap; Airwars; SNHR","Local partner-Other","On 6 May 2019, Russian warplanes conducted airstrikes onto a health center in Zarbah town in Aleppo governorate. As a result, 2 to 4 civilians were killed, 2 to 5 others were wounded and the health center was partially destroyed. Total fatalities coded to 2.",2
"SYR60320","07-May-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","Military Forces of Russia (2000-)","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Kafr Nobol","Maaret Harma",35.546,36.544,"Airwars; Liveuamap; SNHR; SHAM","Local partner-Other","On 7 May 2019, Russian and regime warplanes conducted airstrikes and dropped barrel bombs on Maaret Harma town and its outskirts in Idleb governorate. As a result, 1 civilian was killed, 2 were wounded and the strikes partially destroyed a dispensary. Total fatalities coded to 1.",1
"SYR60407","07-May-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Deir ez Zor","Abu Kamal","Hajin","Kishkiyeh",34.812,40.694,"Liveuamap; SOHR","Local partner-New media","On 07 May 2019, a booby trapped motorcycle detonated in front of Kishkiyeh town hospital in the eastern countryside of Der-e-Zor, killing 1 person and injuring 3 others.",1
"SYR60436","08-May-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Hama","Muhradah","Kafr Zeita","Kafr Zeita",35.374,36.602,"SHAM; SNHR","Local partner-Other","On 08 May 2019, Russian warplanes carried out airstrikes on Kafr Zeita in Hama, impacting near a medical facility and partially destroying its building and severely damaging its equipment and furniture. Further, several people assumed to be civilians were wounded. No fatalities were reported.",0
