"character","char_popular","costume","rank","issue","char_costume","parameter","value"
"Gambit = Name Unknown","Gambit","casual",4,160,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,160,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,160,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,161,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,161,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,161,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,161,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,162,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,162,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,162,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,162,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,163,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,163,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,163,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,163,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,164,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,164,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,164,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,164,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,165,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,165,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,165,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,165,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,166,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,166,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,166,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,166,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,167,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,167,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,167,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,167,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,168,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,168,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,168,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,168,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,169,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,169,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,169,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,169,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,170,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,170,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,170,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,170,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,171,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,171,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,171,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,171,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,172,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,172,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,172,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,172,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,173,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,173,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,173,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,173,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,174,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,174,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,174,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,174,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,175,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,175,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,175,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,175,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,176,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,176,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,176,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,176,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,177,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,177,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,177,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,177,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,178,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,178,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,178,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,178,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,179,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,179,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,179,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,179,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,180,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,180,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,180,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,180,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,181,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,181,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,181,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,181,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,182,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,182,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,182,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,182,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,183,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,183,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,183,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,183,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,184,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,184,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,184,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,184,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,185,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,185,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,185,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,185,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,186,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,186,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,186,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,186,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,187,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,187,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,187,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,187,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,188,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,188,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,188,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,188,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,189,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,189,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,189,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,189,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,190,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,190,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,190,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,190,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,191,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,191,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,191,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,191,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,192,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,192,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,192,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,192,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,193,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,193,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,193,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,193,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,194,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,194,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,194,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,194,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,195,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,195,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,195,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,195,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,196,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,196,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,196,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,196,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,197,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,197,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,197,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,197,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,198,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,198,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,198,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,198,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,199,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,199,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,199,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,199,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,200,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,200,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,200,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,200,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,201,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,201,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,201,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,201,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,202,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,202,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,202,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,202,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,203,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,203,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,203,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,203,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,204,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,204,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,204,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,204,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,205,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,205,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,205,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,205,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,206,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,206,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,206,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,206,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,207,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,207,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,207,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,207,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,208,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,208,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,208,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,208,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,209,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,209,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,209,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,209,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,210,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,210,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,210,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,210,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,211,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,211,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,211,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,211,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,212,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,212,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,212,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,212,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,213,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,213,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,213,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,213,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,214,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,214,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,214,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,214,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,215,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,215,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,215,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,215,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,216,"Gambit (casual)   ","speech",0
