"category","meta_cat","group_num","year","gross_inv"
"S&L","Social",16,1987,16130.495
"S&L","Social",16,1988,18717.316
"S&L","Social",16,1989,21308.741
"S&L","Social",16,1990,23525.34
"S&L","Social",16,1991,26751.868
"S&L","Social",16,1992,27711.02
"S&L","Social",16,1993,26374.83
"S&L","Social",16,1994,27674.622
"S&L","Social",16,1995,33399.338
"S&L","Social",16,1996,36025.442
"S&L","Social",16,1997,40399.21
"S&L","Social",16,1998,44709.085
"S&L","Social",16,1999,49542.823
"S&L","Social",16,2000,53957.297
"S&L","Social",16,2001,60648.745
"S&L","Social",16,2002,63585.85
"S&L","Social",16,2003,66498.728
"S&L","Social",16,2004,69900.238
"S&L","Social",16,2005,75148.897
"S&L","Social",16,2006,82987.888
"S&L","Social",16,2007,90375.122
"S&L","Social",16,2008,95179.782
"S&L","Social",16,2009,92442.584
"S&L","Social",16,2010,85910.651
"S&L","Social",16,2011,83016.041
"S&L","Social",16,2012,79021.093
"S&L","Social",16,2013,76424.646
"S&L","Social",16,2014,77688.962
"S&L","Social",16,2015,83467.366
"S&L","Social",16,2016,89690.743
"S&L","Social",16,2017,93722.208
"Public safety","Social",17,1947,82.332
"Public safety","Social",17,1948,80.322
"Public safety","Social",17,1949,108.171
"Public safety","Social",17,1950,123.789
"Public safety","Social",17,1951,114.77
"Public safety","Social",17,1952,94.532
"Public safety","Social",17,1953,116.035
"Public safety","Social",17,1954,139.202
"Public safety","Social",17,1955,154.158
"Public safety","Social",17,1956,156.833
"Public safety","Social",17,1957,187.159
"Public safety","Social",17,1958,191.387
"Public safety","Social",17,1959,247.999
"Public safety","Social",17,1960,278
"Public safety","Social",17,1961,314.002
"Public safety","Social",17,1962,322
"Public safety","Social",17,1963,345.002
"Public safety","Social",17,1964,346
"Public safety","Social",17,1965,384.001
"Public safety","Social",17,1966,481.999
"Public safety","Social",17,1967,446
"Public safety","Social",17,1968,473
"Public safety","Social",17,1969,546.997
"Public safety","Social",17,1970,588
"Public safety","Social",17,1971,670.002
"Public safety","Social",17,1972,811
"Public safety","Social",17,1973,786
"Public safety","Social",17,1974,972
"Public safety","Social",17,1975,1299
"Public safety","Social",17,1976,1393.999
"Public safety","Social",17,1977,1590.001
"Public safety","Social",17,1978,1920.001
"Public safety","Social",17,1979,2122.999
"Public safety","Social",17,1980,2496
"Public safety","Social",17,1981,2659
"Public safety","Social",17,1982,2778
"Public safety","Social",17,1983,2845.999
"Public safety","Social",17,1984,3593
"Public safety","Social",17,1985,3447
"Public safety","Social",17,1986,4335.998
"Public safety","Social",17,1987,4791
"Public safety","Social",17,1988,4591
"Public safety","Social",17,1989,5194
"Public safety","Social",17,1990,6148
"Public safety","Social",17,1991,6203
"Public safety","Social",17,1992,5990.002
"Public safety","Social",17,1993,6017.999
"Public safety","Social",17,1994,6142
"Public safety","Social",17,1995,6254.999
"Public safety","Social",17,1996,6210
"Public safety","Social",17,1997,6707.001
"Public safety","Social",17,1998,7707
"Public safety","Social",17,1999,7556.999
"Public safety","Social",17,2000,7147.999
"Public safety","Social",17,2001,6506.999
"Public safety","Social",17,2002,6119
"Public safety","Social",17,2003,5297.004
"Public safety","Social",17,2004,5174
"Public safety","Social",17,2005,5247.001
"Public safety","Social",17,2006,5839.001
"Public safety","Social",17,2007,7223
"Public safety","Social",17,2008,7330.398
"Public safety","Social",17,2009,6724.798
"Public safety","Social",17,2010,5872.201
"Public safety","Social",17,2011,6143.6
"Public safety","Social",17,2012,5439
"Public safety","Social",17,2013,4652
"Public safety","Social",17,2014,4812.999
"Public safety","Social",17,2015,4895.999
"Public safety","Social",17,2016,4962
"Public safety","Social",17,2017,5442.001
"Education","Social",17,1947,447.286
"Education","Social",17,1948,923.707
"Education","Social",17,1949,1273.375
"Education","Social",17,1950,1505.833
"Education","Social",17,1951,1938.518
"Education","Social",17,1952,2041.506
"Education","Social",17,1953,2226.543
"Education","Social",17,1954,2749.538
"Education","Social",17,1955,2997.206
"Education","Social",17,1956,3203.957
"Education","Social",17,1957,3441.469
"Education","Social",17,1958,3549.946
"Education","Social",17,1959,3297.998
"Education","Social",17,1960,3514.999
"Education","Social",17,1961,3803.002
"Education","Social",17,1962,3831
"Education","Social",17,1963,4344
"Education","Social",17,1964,4758
"Education","Social",17,1965,5328.001
"Education","Social",17,1966,6585
"Education","Social",17,1967,7304.001
"Education","Social",17,1968,7476.001
"Education","Social",17,1969,7202
"Education","Social",17,1970,6798.001
"Education","Social",17,1971,6851.002
"Education","Social",17,1972,7065.999
"Education","Social",17,1973,7937.003
"Education","Social",17,1974,8413
"Education","Social",17,1975,8466.002
"Education","Social",17,1976,8048.998
"Education","Social",17,1977,7156
"Education","Social",17,1978,7868
"Education","Social",17,1979,8716.002
"Education","Social",17,1980,9979.999
"Education","Social",17,1981,9587.001
"Education","Social",17,1982,9444.002
"Education","Social",17,1983,9471.998
"Education","Social",17,1984,10635
"Education","Social",17,1985,12262.998
"Education","Social",17,1986,14238
"Education","Social",17,1987,15995
"Education","Social",17,1988,17237.001
"Education","Social",17,1989,19605
"Education","Social",17,1990,21577
"Education","Social",17,1991,24902
"Education","Social",17,1992,26372
"Education","Social",17,1993,25465
"Education","Social",17,1994,26894
"Education","Social",17,1995,33076.998
"Education","Social",17,1996,37308.999
"Education","Social",17,1997,42984
"Education","Social",17,1998,47919
"Education","Social",17,1999,52222.999
"Education","Social",17,2000,59193.999
"Education","Social",17,2001,66663.999
"Education","Social",17,2002,69888.999
"Education","Social",17,2003,72808
"Education","Social",17,2004,75355
"Education","Social",17,2005,79887.001
"Education","Social",17,2006,86942.001
"Education","Social",17,2007,95214.998
"Education","Social",17,2008,100356.398
"Education","Social",17,2009,97089.801
"Education","Social",17,2010,87725.2
"Education","Social",17,2011,84318.599
"Education","Social",17,2012,82601.999
"Education","Social",17,2013,79428.999
"Education","Social",17,2014,81460.999
"Education","Social",17,2015,88257
"Education","Social",17,2016,95963
"Education","Social",17,2017,100055
"Health","Social",17,1947,388.444
"Health","Social",17,1948,619.746
"Health","Social",17,1949,1006.191
"Health","Social",17,1950,1209.755
"Health","Social",17,1951,1241.463
"Health","Social",17,1952,1144.098
"Health","Social",17,1953,948.399
"Health","Social",17,1954,974.601
"Health","Social",17,1955,1030.164
"Health","Social",17,1956,1125.419
"Health","Social",17,1957,1358.335
"Health","Social",17,1958,1450.621
"Health","Social",17,1959,1523
"Health","Social",17,1960,1589.999
"Health","Social",17,1961,1789
"Health","Social",17,1962,2082
"Health","Social",17,1963,2208
"Health","Social",17,1964,2591
"Health","Social",17,1965,2880
"Health","Social",17,1966,2977.999
"Health","Social",17,1967,3242
"Health","Social",17,1968,3658.597
"Health","Social",17,1969,4647.905
"Health","Social",17,1970,5362.72
"Health","Social",17,1971,6554.301
"Health","Social",17,1972,7103.215
"Health","Social",17,1973,7592.425
"Health","Social",17,1974,8583.214
"Health","Social",17,1975,9144.48
"Health","Social",17,1976,10188.992
"Health","Social",17,1977,10513.081
"Health","Social",17,1978,11732.188
"Health","Social",17,1979,13055.252
"Health","Social",17,1980,15159.563
"Health","Social",17,1981,18139.083
"Health","Social",17,1982,23449.459
"Health","Social",17,1983,25016.197
"Health","Social",17,1984,26621.16
"Health","Social",17,1985,26923.729
"Health","Social",17,1986,27285.778
"Health","Social",17,1987,29367.495
"Health","Social",17,1988,32345.315
"Health","Social",17,1989,33563.741
"Health","Social",17,1990,36902.34
"Health","Social",17,1991,36875.868
"Health","Social",17,1992,39499.018
"Health","Social",17,1993,43161.831
"Health","Social",17,1994,42150.622
"Health","Social",17,1995,42102.341
"Health","Social",17,1996,45168.443
"Health","Social",17,1997,50878.209
"Health","Social",17,1998,54857.085
"Health","Social",17,1999,57118.825
"Health","Social",17,2000,61097.299
"Health","Social",17,2001,64789.747
"Health","Social",17,2002,74186.851
"Health","Social",17,2003,81048.724
"Health","Social",17,2004,87646.238
"Health","Social",17,2005,99385.895
"Health","Social",17,2006,106981.886
"Health","Social",17,2007,120652.124
"Health","Social",17,2008,125330.986
"Health","Social",17,2009,117685.985
"Health","Social",17,2010,114920.25
"Health","Social",17,2011,118103.842
"Health","Social",17,2012,125590.094
"Health","Social",17,2013,128965.647
"Health","Social",17,2014,125595.964
"Health","Social",17,2015,130359.367
"Health","Social",17,2016,132903.743
"Health","Social",17,2017,139898.207
"Private hospitals","Health",18,1947,89
"Private hospitals","Health",18,1948,102
"Private hospitals","Health",18,1949,163
"Private hospitals","Health",18,1950,277
"Private hospitals","Health",18,1951,338
"Private hospitals","Health",18,1952,318
"Private hospitals","Health",18,1953,256
"Private hospitals","Health",18,1954,272
"Private hospitals","Health",18,1955,269
"Private hospitals","Health",18,1956,278
"Private hospitals","Health",18,1957,423
"Private hospitals","Health",18,1958,484
"Private hospitals","Health",18,1959,460
"Private hospitals","Health",18,1960,488
"Private hospitals","Health",18,1961,622
"Private hospitals","Health",18,1962,794
"Private hospitals","Health",18,1963,830
"Private hospitals","Health",18,1964,1041
"Private hospitals","Health",18,1965,1124
"Private hospitals","Health",18,1966,1147
"Private hospitals","Health",18,1967,1074
"Private hospitals","Health",18,1968,1273
"Private hospitals","Health",18,1969,1753
"Private hospitals","Health",18,1970,2124
"Private hospitals","Health",18,1971,2471
"Private hospitals","Health",18,1972,2805
"Private hospitals","Health",18,1973,2862
"Private hospitals","Health",18,1974,2976
"Private hospitals","Health",18,1975,3055
"Private hospitals","Health",18,1976,3282
"Private hospitals","Health",18,1977,3275
"Private hospitals","Health",18,1978,3432
"Private hospitals","Health",18,1979,3720
"Private hospitals","Health",18,1980,4355
"Private hospitals","Health",18,1981,5347
"Private hospitals","Health",18,1982,7415
"Private hospitals","Health",18,1983,8363
"Private hospitals","Health",18,1984,8185
"Private hospitals","Health",18,1985,7471
"Private hospitals","Health",18,1986,7362
"Private hospitals","Health",18,1987,8003
"Private hospitals","Health",18,1988,9373
"Private hospitals","Health",18,1989,9519
"Private hospitals","Health",18,1990,10470
"Private hospitals","Health",18,1991,9837
"Private hospitals","Health",18,1992,10322
"Private hospitals","Health",18,1993,11225
"Private hospitals","Health",18,1994,11224
"Private hospitals","Health",18,1995,9862
"Private hospitals","Health",18,1996,9374
"Private hospitals","Health",18,1997,11240
"Private hospitals","Health",18,1998,10658
"Private hospitals","Health",18,1999,10682
"Private hospitals","Health",18,2000,11461
"Private hospitals","Health",18,2001,12733
"Private hospitals","Health",18,2002,15673
"Private hospitals","Health",18,2003,17146
"Private hospitals","Health",18,2004,18174
"Private hospitals","Health",18,2005,20541
"Private hospitals","Health",18,2006,24665
"Private hospitals","Health",18,2007,27613
"Private hospitals","Health",18,2008,28781
"Private hospitals","Health",18,2009,27827
"Private hospitals","Health",18,2010,24231
"Private hospitals","Health",18,2011,23054
"Private hospitals","Health",18,2012,23888
"Private hospitals","Health",18,2013,21610
"Private hospitals","Health",18,2014,19899
"Private hospitals","Health",18,2015,21777
"Private hospitals","Health",18,2016,22205
"Private hospitals","Health",18,2017,22582
"S&L hospitals","Health",18,1947,46.444
"S&L hospitals","Health",18,1948,113.746
"S&L hospitals","Health",18,1949,287.191
"S&L hospitals","Health",18,1950,350.755
"S&L hospitals","Health",18,1951,393.463
"S&L hospitals","Health",18,1952,381.098
"S&L hospitals","Health",18,1953,301.399
"S&L hospitals","Health",18,1954,295.601
"S&L hospitals","Health",18,1955,277.164
"S&L hospitals","Health",18,1956,262.419
"S&L hospitals","Health",18,1957,307.335
"S&L hospitals","Health",18,1958,353.621
"S&L hospitals","Health",18,1959,370
"S&L hospitals","Health",18,1960,344.999
"S&L hospitals","Health",18,1961,310
"S&L hospitals","Health",18,1962,332
"S&L hospitals","Health",18,1963,328
"S&L hospitals","Health",18,1964,346
"S&L hospitals","Health",18,1965,371
"S&L hospitals","Health",18,1966,377.999
"S&L hospitals","Health",18,1967,546
"S&L hospitals","Health",18,1968,636
"S&L hospitals","Health",18,1969,719
"S&L hospitals","Health",18,1970,718
"S&L hospitals","Health",18,1971,840.001
"S&L hospitals","Health",18,1972,858
"S&L hospitals","Health",18,1973,854
"S&L hospitals","Health",18,1974,1083
"S&L hospitals","Health",18,1975,1345
"S&L hospitals","Health",18,1976,1524.001
"S&L hospitals","Health",18,1977,1378.001
"S&L hospitals","Health",18,1978,1339
"S&L hospitals","Health",18,1979,1449
"S&L hospitals","Health",18,1980,1549
"S&L hospitals","Health",18,1981,1485
"S&L hospitals","Health",18,1982,1524.001
"S&L hospitals","Health",18,1983,1406
"S&L hospitals","Health",18,1984,1472
"S&L hospitals","Health",18,1985,1464
"S&L hospitals","Health",18,1986,1548.001
"S&L hospitals","Health",18,1987,1680.999
"S&L hospitals","Health",18,1988,1671.998
"S&L hospitals","Health",18,1989,1672
"S&L hospitals","Health",18,1990,1873.001
"S&L hospitals","Health",18,1991,2101.999
"S&L hospitals","Health",18,1992,2301.999
"S&L hospitals","Health",18,1993,2280.001
"S&L hospitals","Health",18,1994,2100.001
"S&L hospitals","Health",18,1995,2167
"S&L hospitals","Health",18,1996,2236.999
"S&L hospitals","Health",18,1997,2431
"S&L hospitals","Health",18,1998,2413.001
"S&L hospitals","Health",18,1999,2136.999
"S&L hospitals","Health",18,2000,2018
"S&L hospitals","Health",18,2001,2411
"S&L hospitals","Health",18,2002,3066
"S&L hospitals","Health",18,2003,3375
"S&L hospitals","Health",18,2004,3524.001
"S&L hospitals","Health",18,2005,3938
"S&L hospitals","Health",18,2006,4477
"S&L hospitals","Health",18,2007,5252
"S&L hospitals","Health",18,2008,5604.401
"S&L hospitals","Health",18,2009,5505.799
"S&L hospitals","Health",18,2010,5129.2
"S&L hospitals","Health",18,2011,5483.6
"S&L hospitals","Health",18,2012,5653
"S&L hospitals","Health",18,2013,5896
"S&L hospitals","Health",18,2014,5235.001
"S&L hospitals","Health",18,2015,4831
"S&L hospitals","Health",18,2016,4983.001
"S&L hospitals","Health",18,2017,5428.001
"All federal","Health",18,1947,60
"All federal","Health",18,1948,179
"All federal","Health",18,1949,336
"All federal","Health",18,1950,303
"All federal","Health",18,1951,183
"All federal","Health",18,1952,143
"All federal","Health",18,1953,86
"All federal","Health",18,1954,66
"All federal","Health",18,1955,59
"All federal","Health",18,1956,89
"All federal","Health",18,1957,100
"All federal","Health",18,1958,91
"All federal","Health",18,1959,127
"All federal","Health",18,1960,123
"All federal","Health",18,1961,130
"All federal","Health",18,1962,134
"All federal","Health",18,1963,157
"All federal","Health",18,1964,166
"All federal","Health",18,1965,208
"All federal","Health",18,1966,187
"All federal","Health",18,1967,139
"All federal","Health",18,1968,140
"All federal","Health",18,1969,128
"All federal","Health",18,1970,159
"All federal","Health",18,1971,211
"All federal","Health",18,1972,205
"All federal","Health",18,1973,209
"All federal","Health",18,1974,253
"All federal","Health",18,1975,364
"All federal","Health",18,1976,415
"All federal","Health",18,1977,489
"All federal","Health",18,1978,576
"All federal","Health",18,1979,558
"All federal","Health",18,1980,648
"All federal","Health",18,1981,753
"All federal","Health",18,1982,700
"All federal","Health",18,1983,673
"All federal","Health",18,1984,784
"All federal","Health",18,1985,780
"All federal","Health",18,1986,874
"All federal","Health",18,1987,997
"All federal","Health",18,1988,918
"All federal","Health",18,1989,861
"All federal","Health",18,1990,976
"All federal","Health",18,1991,864
"All federal","Health",18,1992,938
"All federal","Health",18,1993,1066
"All federal","Health",18,1994,1025
"All federal","Health",18,1995,1125
"All federal","Health",18,1996,1334
"All federal","Health",18,1997,1346
"All federal","Health",18,1998,1018
"All federal","Health",18,1999,852
"All federal","Health",18,2000,774
"All federal","Health",18,2001,723
"All federal","Health",18,2002,873
"All federal","Health",18,2003,711
"All federal","Health",18,2004,659
"All federal","Health",18,2005,681
"All federal","Health",18,2006,746
"All federal","Health",18,2007,1014
"All federal","Health",18,2008,944
"All federal","Health",18,2009,1763
"All federal","Health",18,2010,2127
"All federal","Health",18,2011,2589
"All federal","Health",18,2012,2620
"All federal","Health",18,2013,2660
"All federal","Health",18,2014,2348
"All federal","Health",18,2015,2239
"All federal","Health",18,2016,2138
"All federal","Health",18,2017,2114
"Private other health structures","Health",18,1947,72
"Private other health structures","Health",18,1948,98
"Private other health structures","Health",18,1949,101
"Private other health structures","Health",18,1950,142
"Private other health structures","Health",18,1951,160
"Private other health structures","Health",18,1952,137
"Private other health structures","Health",18,1953,156
"Private other health structures","Health",18,1954,181
"Private other health structures","Health",18,1955,225
"Private other health structures","Health",18,1956,268
"Private other health structures","Health",18,1957,290
"Private other health structures","Health",18,1958,305
"Private other health structures","Health",18,1959,317
"Private other health structures","Health",18,1960,337
"Private other health structures","Health",18,1961,395
"Private other health structures","Health",18,1962,462
"Private other health structures","Health",18,1963,464
"Private other health structures","Health",18,1964,535
"Private other health structures","Health",18,1965,623
"Private other health structures","Health",18,1966,632
"Private other health structures","Health",18,1967,615
"Private other health structures","Health",18,1968,713
"Private other health structures","Health",18,1969,916
"Private other health structures","Health",18,1970,1027
"Private other health structures","Health",18,1971,1209
"Private other health structures","Health",18,1972,1310
"Private other health structures","Health",18,1973,1419
"Private other health structures","Health",18,1974,1475
"Private other health structures","Health",18,1975,1376
"Private other health structures","Health",18,1976,1418
"Private other health structures","Health",18,1977,1489
"Private other health structures","Health",18,1978,1730
"Private other health structures","Health",18,1979,2215
"Private other health structures","Health",18,1980,2922
"Private other health structures","Health",18,1981,3762
"Private other health structures","Health",18,1982,5066
"Private other health structures","Health",18,1983,5026
"Private other health structures","Health",18,1984,5740
"Private other health structures","Health",18,1985,6404
"Private other health structures","Health",18,1986,5980
"Private other health structures","Health",18,1987,5819
"Private other health structures","Health",18,1988,6356
"Private other health structures","Health",18,1989,6427
"Private other health structures","Health",18,1990,6453
"Private other health structures","Health",18,1991,5515
"Private other health structures","Health",18,1992,5126
"Private other health structures","Health",18,1993,5428
"Private other health structures","Health",18,1994,5343
"Private other health structures","Health",18,1995,6016
"Private other health structures","Health",18,1996,7394
"Private other health structures","Health",18,1997,8333
"Private other health structures","Health",18,1998,9305
"Private other health structures","Health",18,1999,10013
"Private other health structures","Health",18,2000,10436
"Private other health structures","Health",18,2001,9221
"Private other health structures","Health",18,2002,9524
"Private other health structures","Health",18,2003,10111
"Private other health structures","Health",18,2004,11396
"Private other health structures","Health",18,2005,11531
"Private other health structures","Health",18,2006,11370
"Private other health structures","Health",18,2007,12443
"Private other health structures","Health",18,2008,14481
"Private other health structures","Health",18,2009,11915
"Private other health structures","Health",18,2010,9031
"Private other health structures","Health",18,2011,9482
"Private other health structures","Health",18,2012,11487
"Private other health structures","Health",18,2013,11815
"Private other health structures","Health",18,2014,12613
"Private other health structures","Health",18,2015,12574
"Private other health structures","Health",18,2016,13250
"Private other health structures","Health",18,2017,14161
"S&L other health structures","Health",18,1947,2
"S&L other health structures","Health",18,1948,4
"S&L other health structures","Health",18,1949,8
"S&L other health structures","Health",18,1950,10
"S&L other health structures","Health",18,1951,10
"S&L other health structures","Health",18,1952,9
"S&L other health structures","Health",18,1953,9
"S&L other health structures","Health",18,1954,10
"S&L other health structures","Health",18,1955,10
"S&L other health structures","Health",18,1956,10
"S&L other health structures","Health",18,1957,12
"S&L other health structures","Health",18,1958,13
"S&L other health structures","Health",18,1959,13
"S&L other health structures","Health",18,1960,9
"S&L other health structures","Health",18,1961,12
"S&L other health structures","Health",18,1962,17
"S&L other health structures","Health",18,1963,11
"S&L other health structures","Health",18,1964,24
"S&L other health structures","Health",18,1965,33
"S&L other health structures","Health",18,1966,29
"S&L other health structures","Health",18,1967,47
"S&L other health structures","Health",18,1968,49
"S&L other health structures","Health",18,1969,61
"S&L other health structures","Health",18,1970,74
"S&L other health structures","Health",18,1971,310
"S&L other health structures","Health",18,1972,251
"S&L other health structures","Health",18,1973,245
"S&L other health structures","Health",18,1974,355
"S&L other health structures","Health",18,1975,158
"S&L other health structures","Health",18,1976,200.999
"S&L other health structures","Health",18,1977,207
"S&L other health structures","Health",18,1978,194
"S&L other health structures","Health",18,1979,263.999
"S&L other health structures","Health",18,1980,428.001
"S&L other health structures","Health",18,1981,405
"S&L other health structures","Health",18,1982,410.998
"S&L other health structures","Health",18,1983,346
"S&L other health structures","Health",18,1984,265
"S&L other health structures","Health",18,1985,316
"S&L other health structures","Health",18,1986,339
"S&L other health structures","Health",18,1987,398.001
"S&L other health structures","Health",18,1988,426
"S&L other health structures","Health",18,1989,516
"S&L other health structures","Health",18,1990,631.001
"S&L other health structures","Health",18,1991,660
"S&L other health structures","Health",18,1992,827
"S&L other health structures","Health",18,1993,981
"S&L other health structures","Health",18,1994,953
"S&L other health structures","Health",18,1995,991
"S&L other health structures","Health",18,1996,877.001
"S&L other health structures","Health",18,1997,872
"S&L other health structures","Health",18,1998,935
"S&L other health structures","Health",18,1999,985
"S&L other health structures","Health",18,2000,980
"S&L other health structures","Health",18,2001,1026
"S&L other health structures","Health",18,2002,1057
"S&L other health structures","Health",18,2003,997
"S&L other health structures","Health",18,2004,973
"S&L other health structures","Health",18,2005,1100
"S&L other health structures","Health",18,2006,1315.001
"S&L other health structures","Health",18,2007,1464
"S&L other health structures","Health",18,2008,1498.201
"S&L other health structures","Health",18,2009,1434.4
"S&L other health structures","Health",18,2010,1521.6
"S&L other health structures","Health",18,2011,1556.801
"S&L other health structures","Health",18,2012,1432
"S&L other health structures","Health",18,2013,1426.001
"S&L other health structures","Health",18,2014,1263.001
"S&L other health structures","Health",18,2015,1129
"S&L other health structures","Health",18,2016,1121.001
"S&L other health structures","Health",18,2017,1053.999
"Private equipment","Health",18,1947,119
"Private equipment","Health",18,1948,123
"Private equipment","Health",18,1949,111
"Private equipment","Health",18,1950,127
"Private equipment","Health",18,1951,157
"Private equipment","Health",18,1952,156
"Private equipment","Health",18,1953,140
"Private equipment","Health",18,1954,150
"Private equipment","Health",18,1955,190
"Private equipment","Health",18,1956,218
"Private equipment","Health",18,1957,226
"Private equipment","Health",18,1958,204
"Private equipment","Health",18,1959,236
"Private equipment","Health",18,1960,288
"Private equipment","Health",18,1961,320
"Private equipment","Health",18,1962,343
"Private equipment","Health",18,1963,418
"Private equipment","Health",18,1964,479
"Private equipment","Health",18,1965,521
"Private equipment","Health",18,1966,605
"Private equipment","Health",18,1967,821
"Private equipment","Health",18,1968,844
"Private equipment","Health",18,1969,1061
"Private equipment","Health",18,1970,1243
"Private equipment","Health",18,1971,1486
"Private equipment","Health",18,1972,1640
"Private equipment","Health",18,1973,1967
"Private equipment","Health",18,1974,2401
"Private equipment","Health",18,1975,2807
"Private equipment","Health",18,1976,3314
"Private equipment","Health",18,1977,3640
"Private equipment","Health",18,1978,4419
"Private equipment","Health",18,1979,4797
"Private equipment","Health",18,1980,5197
"Private equipment","Health",18,1981,6319
"Private equipment","Health",18,1982,8256
"Private equipment","Health",18,1983,9126
"Private equipment","Health",18,1984,10100
"Private equipment","Health",18,1985,10414
"Private equipment","Health",18,1986,11115
"Private equipment","Health",18,1987,12400
"Private equipment","Health",18,1988,13525
"Private equipment","Health",18,1989,14484
"Private equipment","Health",18,1990,16410
"Private equipment","Health",18,1991,17809
"Private equipment","Health",18,1992,19890
"Private equipment","Health",18,1993,22063
"Private equipment","Health",18,1994,21368
"Private equipment","Health",18,1995,21779
"Private equipment","Health",18,1996,23769
"Private equipment","Health",18,1997,26440
"Private equipment","Health",18,1998,30301
"Private equipment","Health",18,1999,32223
"Private equipment","Health",18,2000,35211
"Private equipment","Health",18,2001,38464
"Private equipment","Health",18,2002,43785
"Private equipment","Health",18,2003,48458
"Private equipment","Health",18,2004,52605
"Private equipment","Health",18,2005,61213
"Private equipment","Health",18,2006,63953
"Private equipment","Health",18,2007,72312
"Private equipment","Health",18,2008,73225
"Private equipment","Health",18,2009,68344
"Private equipment","Health",18,2010,71835
"Private equipment","Health",18,2011,74693
"Private equipment","Health",18,2012,79199
"Private equipment","Health",18,2013,84258
"Private equipment","Health",18,2014,82923
"Private equipment","Health",18,2015,86465
"Private equipment","Health",18,2016,87803
"Private equipment","Health",18,2017,93097
"S&L equipment","Health",18,1947,0
"S&L equipment","Health",18,1948,0
"S&L equipment","Health",18,1949,0
"S&L equipment","Health",18,1950,0
"S&L equipment","Health",18,1951,0
"S&L equipment","Health",18,1952,0
"S&L equipment","Health",18,1953,0
"S&L equipment","Health",18,1954,0
"S&L equipment","Health",18,1955,0
"S&L equipment","Health",18,1956,0
"S&L equipment","Health",18,1957,0
"S&L equipment","Health",18,1958,0
"S&L equipment","Health",18,1959,0
"S&L equipment","Health",18,1960,0
"S&L equipment","Health",18,1961,0
"S&L equipment","Health",18,1962,0
"S&L equipment","Health",18,1963,0
"S&L equipment","Health",18,1964,0
"S&L equipment","Health",18,1965,0
"S&L equipment","Health",18,1966,0
"S&L equipment","Health",18,1967,0
"S&L equipment","Health",18,1968,3.597
"S&L equipment","Health",18,1969,9.905
"S&L equipment","Health",18,1970,17.72
"S&L equipment","Health",18,1971,27.3
"S&L equipment","Health",18,1972,34.215
"S&L equipment","Health",18,1973,36.425
"S&L equipment","Health",18,1974,40.214
"S&L equipment","Health",18,1975,39.48
"S&L equipment","Health",18,1976,34.992
"S&L equipment","Health",18,1977,35.08
"S&L equipment","Health",18,1978,42.188
"S&L equipment","Health",18,1979,52.253
"S&L equipment","Health",18,1980,60.562
"S&L equipment","Health",18,1981,68.083
"S&L equipment","Health",18,1982,77.46
"S&L equipment","Health",18,1983,76.197
"S&L equipment","Health",18,1984,75.16
"S&L equipment","Health",18,1985,74.729
"S&L equipment","Health",18,1986,67.777
"S&L equipment","Health",18,1987,69.495
"S&L equipment","Health",18,1988,75.317
"S&L equipment","Health",18,1989,84.741
"S&L equipment","Health",18,1990,89.338
"S&L equipment","Health",18,1991,88.869
"S&L equipment","Health",18,1992,94.019
"S&L equipment","Health",18,1993,118.83
"S&L equipment","Health",18,1994,137.621
"S&L equipment","Health",18,1995,162.341
"S&L equipment","Health",18,1996,183.443
"S&L equipment","Health",18,1997,216.209
"S&L equipment","Health",18,1998,227.084
"S&L equipment","Health",18,1999,226.826
"S&L equipment","Health",18,2000,217.299
"S&L equipment","Health",18,2001,211.747
"S&L equipment","Health",18,2002,208.851
"S&L equipment","Health",18,2003,250.724
"S&L equipment","Health",18,2004,315.237
"S&L equipment","Health",18,2005,381.895
"S&L equipment","Health",18,2006,455.885
"S&L equipment","Health",18,2007,554.124
"S&L equipment","Health",18,2008,797.384
"S&L equipment","Health",18,2009,896.786
"S&L equipment","Health",18,2010,1045.45
"S&L equipment","Health",18,2011,1245.441
"S&L equipment","Health",18,2012,1311.094
"S&L equipment","Health",18,2013,1300.646
"S&L equipment","Health",18,2014,1314.962
"S&L equipment","Health",18,2015,1344.367
"S&L equipment","Health",18,2016,1403.741
"S&L equipment","Health",18,2017,1462.207
"Private","Education",19,1947,174
"Private","Education",19,1948,253
"Private","Education",19,1949,269
"Private","Education",19,1950,294
"Private","Education",19,1951,345
"Private","Education",19,1952,351
"Private","Education",19,1953,426
"Private","Education",19,1954,529
"Private","Education",19,1955,466
"Private","Education",19,1956,562
"Private","Education",19,1957,525
"Private","Education",19,1958,574
"Private","Education",19,1959,525
"Private","Education",19,1960,566
"Private","Education",19,1961,609
"Private","Education",19,1962,680
"Private","Education",19,1963,678
"Private","Education",19,1964,751
"Private","Education",19,1965,787
"Private","Education",19,1966,987
"Private","Education",19,1967,1048
"Private","Education",19,1968,1147
"Private","Education",19,1969,1083
"Private","Education",19,1970,925
"Private","Education",19,1971,1008
"Private","Education",19,1972,1063
"Private","Education",19,1973,983
"Private","Education",19,1974,737
"Private","Education",19,1975,653
"Private","Education",19,1976,717
"Private","Education",19,1977,742
"Private","Education",19,1978,878
"Private","Education",19,1979,1088
"Private","Education",19,1980,1585
"Private","Education",19,1981,1707
"Private","Education",19,1982,1936
"Private","Education",19,1983,2127
"Private","Education",19,1984,2257
"Private","Education",19,1985,2677
