supplier,recipient,no_ordered,weapon_designation,weapon_description,year_of_order,year_of_delivery,no_delivered,comments
United States,Bulgaria,-12,AIM-9X Sidewinder,BVRAAM,2019,,,For F-16V combat aircraft
United States,Bulgaria,8,F-16V Viper,FGA aircraft,2019,,,$1.2-1.3 b deal; delivery planned 2022-2024
United States,Bulgaria,28,GBU-39 SDB,Guided bomb,-2019,,,For F-16V combat aircraft
United States,Canada,-141,C-9,Diesel engine,2017,,,For modernization of 141 LAV-3 (Piranha-3) IFV and APC to LAV-UP/LAV-6.0
United States,Canada,-32,AIM-120C AMRAAM,BVRAAM,-2019,,,AIM-120C-7 version
United States,Canada,15,AN/SPY-7,Air search radar,-2019,,,For 15 Global Combat Ship frigates from UK
United States,Canada,-360,C-9,Diesel engine,-2019,,,For 360 LAV-6 APC produced in Canada; delivery planned 2022-2025
United States,Canada,3,King Air-350 ISR,AGS aircraft,2019,,,CAD188 m ($142 m) deal (CAD247 m incl support); delivery planned 2022
United States,Canada,-425,Mk-54 MAKO 324mm,ASW torpedo,2019,,,
United States,Chad,18,David,APV,-2020,2020,18,Aid
United States,Colombia,-10,Bell-205/UH-1 Huey-2,Helicopter,2011,2013-2020,-10,Second-hand UH-1H rebuilt to UH-1H-2
United States,Colombia,3,C-130H Hercules,Transport aircraft,2018,2020,1,Second-hand; aid
United States,Colombia,-10,S-70/UH-60A,Helicopter,-2018,,,Second-hand; for police; aid
United States,Colombia,-200,ASV-150/M-1117,APC,2020,,,Second-hand; aid
United States,Colombia,,Cessna-172,Trainer/light ac,2020,,,Cessna-172SP version; delivery planned 2021
United States,Colombia,-8,PC-9,Trainer aircraft,2020,,,T-6C version; delivery planned from 2021
United States,Cote d'Ivoire,2,CT7,Turboprop,2018,,,For 1 CN-235 transport aircraft from Indonesia
United States,Croatia,2,S-70/UH-60L,Helicopter,2018,,,$53 m aid; UH-60M version; delivery planned 2021
United States,Croatia,-76,M-2 Bradley,IFV,2019,,,Second-hand; modernised before delivery; delivery planned by 2021
United States,Croatia,-1703,BGM-71F TOW-2B,Anti-tank missile,-2020,,,"Incl 1103 TOW-2A-RF, 100 TOW-2B-RF, 500 TOW-BB-RF versions"
United States,Czechia,,JDAM,Guided bomb,-2016,,,
United States,Czechia,20,ISC,Diesel engine,2017,2019-2020,-20,For 20 Pandur-2 APC from Austria
United States,Czechia,4,AH-1Z Viper,Combat helicopter,2019,,,Delivery planned 2023-2024
United States,Czechia,8,UH-1Y Venom,Helicopter,2019,,,Delivery planned 2023-2024
United States,Denmark,-3,F135-100,Turbofan,-2016,,,Spares for F-35A combat aircraft
United States,Denmark,16,AIM-9X Sidewinder,BVRAAM,2018,2020,-16,
United States,Denmark,,RIM-162 ESSM Block-2,SAM,-2018,,,
United States,Denmark,50,Standard Missile-2MR,SAM,2018,2020,-10,SM-2 Block-3A version; for 3 Huitfeldt (PS) frigates
United States,Denmark,28,AIM-120C AMRAAM,BVRAAM,-2019,,,
United States,DR Congo,5,Bell-205/UH-1 Huey-2,Helicopter,-2018,2020,5,Second-hand
United States,Egypt,20,Harpoon Block-2,Anti-ship missile/SSM,-2016,2017-2020,-20,UGM-84L version
United States,Egypt,8,MPQ-64 Sentinel,Air search radar,2017,2019-2020,-5,
United States,Egypt,4,LM-2500,Gas turbine,-2019,,,For 4 MEKO-A200 frigates from Germany
United States,Egypt,-43,AH-64E Apache,Combat helicopter,2020,,,Egyptian AH-64D rebuilt to AH-64E
United States,Estonia,128,FGM-148 Javelin,Anti-tank missile,2019,2020,128,Aid
United States,Finland,-48,GMLRS,Guided rocket,-2017,2020,-48,
United States,Finland,,RIM-162 ESSM Block-2,SAM,-2018,,,For 4 Pohmanjaa frigates; selected but not yet ordered by end-2020
United States,Finland,4,Mk-41,Naval SAM system,2020,,,For 4 corvettes produced in Finland
United States,France,-4,AE-2100,Turboprop,-2016,2017-2020,-4,Spares for C-130J transport aircraft and KC-130J tanker/transport aircraft
United States,France,2,KC-130J Hercules,Tanker/transport ac,2016,2019-2020,2,
United States,France,-8,King Air,Light transport ac,2016,2020,2,King Air-350 version; modified in France to King Air-350ASLR VADOR SIGINT/reconnaissance aircraft
United States,France,6,MQ-9 Reaper,Armed UAV,2018,,,$123 m deal; armed MQ-9 Block-5 version; delivery planned 2021
United States,France,,AGM-114K HELLFIRE,Anti-tank missile,-2019,,,For MQ-9 UAV
United States,France,3,E-2D Hawkeye,AEW&C aircraft,2020,,,Delivery planned 2028-2030
United States,Germany,4,LM-2500,Gas turbine,-2007,2019-2020,2,For 4 F125 frigates produced in FRG
United States,Germany,,RIM-162 ESSM Block-2,SAM,-2018,,,
United States,Germany,-4,AE-2100,Turboprop,-2019,,,Spares for C-130J transport aircraft and KC-130J tanker/transport aircraft
United States,Germany,91,AGM-88E AARGM,ARM,2019,,,EUR127 m deal; German AGM-88 rebuilt to AGM-88E AARGM version
United States,Germany,3,C-130J Hercules,Transport aircraft,-2019,,,Delivery planned 2022-2024
United States,Germany,3,KC-130J Hercules,Tanker/transport ac,-2019,,,Delivery planned 2022-2024
United States,Germany,50,MIM-104F PAC-3,ABM,-2019,,,PAC-3 MSE version; for use with MEADS SAM system
United States,Germany,-15,EA-18G Growler,FGA/EW aircraft,-2020,,,Selected but not yet ordered by end-2020
United States,Germany,30,F/A-18E Super Hornet,FGA aircraft,-2020,,,Selected but not yet ordered by end-2020; incl for use with US nuclear bombs (under US control)
United States,Germany,1818,GMLRS,Guided rocket,2020,,,EUR278 m deal; delivery planned 2023
United States,Greece,JDAM,Guided bomb,-2016,,,,
United States,Greece,-84,APG-83 SABR,Combat ac radar,2018,,,For modernization of 84 F-16C to F-16V version; delivery planned 2021-2027
United States,Greece,,RIM-162 ESSM Block-2,SAM,-2018,,,
United States,Greece,4,MH-60R Seahawk,ASW helicopter,2020,,,Delivery planned by 2025
United States,Guyana,1,Bell-412,Helicopter,2020,,,
United States,Hungary,180,AIM-120C AMRAAM,BVRAAM,2020,,,
United States,Hungary,-4,V2500,Turbofan,2020,,,For 2 C-390 transport aircraft from Brazil
United States,India,24,F404,Turbofan,2007,2016-2020,-24,$100 m deal; F404-IN20 version for 20 Tejas Mk-1 (LCA) combat aircraft produced in India (incl 4 spare engines)
United States,India,99,F414,Turbofan,-2012,,,$800-900 m deal; for Tejas Mk-1A (LCA) combat aircraft produced in India; most assembled in India; selected 2012 but not yet ordered by end-2020
United States,India,-245,FIM-92 Stinger,Portable SAM,-2013,2019-2020,-245,FIM-92 Block-1 version; for AH-64 combat helicopters
United States,India,-542,AGM-114K HELLFIRE,Anti-tank missile,2015,2019-2020,-542,AGM-114R-3 version; for AH-64 combat helicopters
United States,India,-812,AGM-114L HELLFIRE,Anti-tank missile,2015,2019-2020,-812,AGM-114L-3 version; for AH-64 combat helicopters
United States,India,15,CH-47F Chinook,Transport helicopter,2015,2019-2020,-15,$1 b deal (part of $2.4 b deal); CH-47F(I) version
United States,India,-6,T-700,Turboshaft,-2015,2019-2020,-6,Spares for AH-64 combat helicopters
United States,India,12,APG-78 Longbow,Combat heli radar,2016,2019-2020,-12,For AH-64E combat helicopters
United States,India,-20,F404,Turbofan,-2016,,,F404-IN20 version for 20 Tejas Mk-1 (LCA) combat aircraft produced in India
United States,India,-24,TPE-331,Turboprop,-2016,2019-2020,-16,For 12 Do-228 MP aircraft from Germany
United States,India,,AIM-120D AMRAAM,BVRAAM,-2019,,,For NASAMS SAM systems from Norway
United States,India,,MPQ-64 Sentinel,Air search radar,-2019,,,For use with NASAMS SAM system from Norway
United States,India,,AGM-114A HELLFIRE,Anti-tank missile,-2020,,,
United States,India,24,MH-60R Seahawk,ASW helicopter,2020,,,$2.6 b 'N-MRH' programme; delivery planned 2021-2024
United States,India,6,P-8A Poseidon,ASW aircraft,-2020,,,Selected but not yet ordered by end-2020
United States,India,2,RQ-1 Predator,UAV,2020,2020,2,1-year lease
United States,Indonesia,-76,CT7,Turboprop,-1990,1993-2019,-54,CT-7-9C3 version for 38 CN-235 transport and CN-235MPA MP aircraft produced in Indonesia
United States,Indonesia,-2,HELRAS,ASW sonar,2014,2019-2020,-2,For 2 AS-565S (AS-565MBe) ASW helicopters from France; first 10 AS-565 delivered without HELRAS (to be fitted later)
United States,Indonesia,-160,F414,Turbofan,-2016,,,For 80 KF-21 (KFX) combat aircraft from South Korea
United States,Indonesia,-20,6V-53,Diesel engine,-2017,2020,-20,For modernization of Indonesian PT-76 light tanks to PT-2000
United States,Indonesia,-16,AAQ-33 Sniper,Aircraft EO system,2017,2019-2020,-11,For F-16 combat aircraft
United States,Indonesia,-36,AIM-120C AMRAAM,BVRAAM,2017,2019-2020,-36,For F-16 combat aircraft
United States,Indonesia,200,AIM-120C AMRAAM,BVRAAM,-2017,2020,-100,For NASAMS-2 SAM systems from Norway
United States,Indonesia,-2,MPQ-64 Sentinel,Air search radar,2017,2020,-1,For NASAMS-2 SAM systems from Norway
United States,Indonesia,9,Bell-412,Helicopter,-2018,2020,1,Bell-412EPI version
United States,Indonesia,6,ScanEagle,UAV,2018,,,'Maritime Security Initiative' aid
United States,Indonesia,-23,ISC,Diesel engine,2019,,,For 23 Pandur-2 IFV from Austria
United States,Indonesia,8,ScanEagle,UAV,2019,,,'Maritime Security Initiative' aid
United States,Indonesia,-8,V-22 Osprey,Transport ac/helicopter,2020,,,
United States,Iraq,1,TPS-77,Air search radar,2019,,,Designation uncertain; reported as Long-Range Radar 3; delivery planned 2022
United States,Israel,-28,AIM-9X Sidewinder,BVRAAM,2014,2016-2020,-28,AIM-9X Block-2 and Block-3 versions; possibly incl for evaluation
United States,Israel,-25,APG-82,Combat ac radar,-2016,,,'FMF' aid; APG-82(V)1 version for modernization of 25 F-15I combat aircraft
United States,Israel,-4100,GBU-39 SDB,Guided bomb,-2017,2018-2020,-2186,
United States,Israel,8,S-70B/SH-60B Seahawk,ASW helicopter,-2017,,,Second-hand but possibly modernized before delivery
United States,Israel,2,KC-46A Pegasus,Tanker/transport ac,-2020,,,Selected 2020 but not yet ordered by end-2020
United States,Italy,-50,AGM-114L HELLFIRE,Anti-tank missile,-2016,2020,-25,For modernized MQ-9 UAV
United States,Italy,-5,FJ44-4,Turbofan,2016,2020,-2,FJ44-4M version for 5 M-345 trainer aircraft produced in Italy
United States,Italy,-50,JDAM,Guided bomb,-2016,2020,-25,For modernized MQ-9 UAV
United States,Italy,-50,Paveway,Guided bomb,-2016,2020,-25,For modernized MQ-9 UAV
United States,Italy,-13,FJ44-4,Turbofan,2019,,,FJ44-4M version for 13 M-345 trainer aircraft produced in Italy
United States,Italy,-8,Gulfstream-5,Light transport ac,-2020,,,G-550 version; for modification in Italy to ISR aircraft; selected 2020 but not yet ordered by end-2020
United States,Jamaica,6,Bell-429 GlobalRanger,Light helicopter,2019,2020,-2,
United States,Japan,-36,AE-2100,Turboprop,-1996,2007-2020,28,For 9 US-2 (US-1AKai) MP aircraft produced in Japan; AE-2100J version
United States,Japan,-80,CF6/F-103,Turbofan,-2006,2016-2020,-16,For 40 C-2 transport aircraft produced in Japan; CF6-80C2K1F version
United States,Japan,-11,AQS-24,MCM sonar,2011,2014-2019,-7,For EH-101 (MCH-101) MCM helicopter from UK
United States,Japan,-5,F135-100,Turbofan,-2012,2018-2020,-2,Spares for F-35A combat aircraft
United States,Japan,,AAQ-33 Sniper,Aircraft EO system,-2015,2018-2020,-15,For F-2 combat aircraft
United States,Japan,4,E-2D Hawkeye,AEW&C aircraft,2015,2019-2020,4,
United States,Japan,4,Mk-15 Phalanx,CIWS,-2015,2020,2,For 2 Maya destroyers produced in Japan
United States,Japan,4,Mk-41,Naval SAM system,-2015,2020,1,For 2 Maya destroyers produced in Japan
United States,Japan,4,SPQ-9,Fire control radar,-2015,2020,2,SPQ-9B version; for 2 Maya destroyers produced in Japan
United States,Japan,-2,T56,Turboprop,-2015,2019-2020,-2,Spares for E-2D AEW aircraft
United States,Japan,17,V-22 Osprey,Transport ac/helicopter,2015,2018-2019,-5,$3 b deal; V-22B Block-C version
United States,Japan,2,SPY-1D,Air search radar,2016,2020,1,SPY-1D(V) version; for 2 Maya destroyers produced in Japan
United States,Japan,-46,Standard Missile-2MR,SAM,-2016,2020,-10,
United States,Japan,-56,AIM-120C AMRAAM,BVRAAM,2017,2020,-28,AIM-120C-7 version
United States,Japan,,GBU-39 SDB,Guided bomb,2017,2020,-250,
United States,Japan,-8,Mk-41,Naval SAM system,-2017,,,For 8 FFM (30DDX) frigates produced in Japan
United States,Japan,8,Mk-45-4 127mm,Naval gun,-2017,,,For 8 FFM (30DDX) frigates produced in Japan
United States,Japan,-1,PW-4000,Turbofan,-2017,,,PW-4062 version; spare engine for KC-46A tanker/transport aircraft
United States,Japan,3,RQ-4A Global Hawk,UAV,2017,,,RQ-4 Block-30 version
United States,Japan,8,SeaRAM,SAM system,-2017,,,For 8 FFM frigates produced in Japan
United States,Japan,20,AAV-7RAM/RS,APC,-2018,2018-2020,-20,
United States,Japan,,AGM-114K HELLFIRE,Anti-tank missile,2018,,,
United States,Japan,-1,APY-9,AEW radar,-2018,,,Spare radar for E-2D AEW&C aircraft
United States,Japan,9,E-2D Hawkeye,AEW&C aircraft,2018,,,
United States,Japan,-10,T56,Turboprop,-2018,,,Spares for E-2D AEW&C aircraft
United States,Japan,-32,AIM-120C AMRAAM,BVRAAM,-2019,,,
United States,Japan,2,AN/SPY-7,Air search radar,2019,,,For 2 destroyers produced in Japan (originally ordered for Aegis-Ashore ABM system cancelled 2020)
United States,Japan,1,King Air,Light transport ac,-2019,,,King Air-350i version; incl for reconnaissance; Japanese designation LR-2; delivery planned 2021
United States,Japan,-98,APG-82,Combat ac radar,2020,,,APG-82(V)1 version for modernization of 98 F-15J combat aircraft to F-15JSI (F-15Kai) version
United States,Japan,-42,F-35B Lightning-2,FGA aircraft,-2020,,,Produced under licence in Japan; possibly not yet ordered by end-2020
United States,Jordan,-250,FGM-148 Javelin,Anti-tank missile,2017,2019-2020,-250,
United States,Jordan,,DB-110,Aircraft recce system,2018,,,
United States,Jordan,2,MGBW-38m,Patrol craft,2020,,,Delivery planned by 2023
United States,Kenya,3,M28 Skytruck,Light transport ac,2016,2020,3,Second-hand; aid
United States,Kenya,12,MD-500E,Light helicopter,2018,2019,-6,Armed MD-530F version
United States,Kosovo,-6,HMMWV Up-Armoured,APV,2019,2020,-6,
United States,Kuwait,18,AAQ-33 Sniper,Aircraft EO system,2016,,,For Typhoon combat aircraft
United States,Kuwait,218,M-1A2S,Tank,2016,,,M1A2-K version; delivery planned by 2022
United States,Kuwait,28,F/A-18E Super Hornet,FGA aircraft,2018,,,$2.7 b deal; F/A-18E Block-3 version (incl 6 F/A-18F trainer/combat version); option on 12 more; delivery planned 2021-2022
United States,Kuwait,,MIM-104F PAC-3,ABM,2018,,,Delivery planned by 2024
United States,Kuwait,-60,AIM-120C AMRAAM,BVRAAM,-2019,,,AIM-120C-7 version
United States,Latvia,4,S-70/UH-60L,Helicopter,2019,,,EUR175 m deal; UH-60M version; delivery planned around 2021
United States,Lebanon,-2000,WGU-59 APKWS,ASM/anti-tank missile,2016,2019,-500,For A-29B (EMB-314) trainer/combat aircraft
United States,Lebanon,-1000,AGM-114K HELLFIRE,Anti-tank missile,-2017,2019-2020,-550,
United States,Lebanon,-1500,BGM-71F TOW-2B,Anti-tank missile,2017,2018-2020,-1500,Incl 1000 BGM-71E and 500 BGM-71H versions
United States,Lebanon,6,MD-530G,Combat helicopter,2018,2020,-2,$94 m 'Building Partner Capacity' aid; delivery planned 2020-2021
United States,Lebanon,3,Bell-205/UH-1 Huey-2,Helicopter,-2020,,,Second-hand UH-1H rebuilt to Huey-2; delivery planned 2021
United States,Lithuania,-400,AIM-120C AMRAAM,BVRAAM,-2016,2020,-200,For NASAMS SAM systems
United States,Lithuania,2,MPQ-64 Sentinel,Air search radar,-2016,2020,-1,For 2 NASAMS SAM systems from Norway
United States,Lithuania,-50,FGM-148 Javelin,Anti-tank missile,2018,2020,-50,
United States,Lithuania,200,L-ATV,APV,2019,,,JLTV version
United States,Lithuania,4,S-70/UH-60L,Helicopter,2020,,,EUR181 m ($213 m) deal; UH-60M version; delivery planned from 2024; option on 2 more
United States,Malaysia,6,MD-530G,Combat helicopter,2016,,,MYR332 m ($77 m) deal; delivery planned 2021 (delayed from planned delivery 2017)
United States,Malaysia,24,M-109A5 155mm,Self-propelled gun,2018,,,Second-hand (but possibly modernized before delivery)
United States,Malaysia,8,QSK-50,Diesel engine,-2018,2019-2020,8,For modernization of 2 Combattante-2 (Perdana) FAC
United States,Malaysia,12,ScanEagle,UAV,2019,2020,6,'Maritime Security Initiative' aid; SanEagle-2 version; delivery planned 2020-2022
United States,Mali,-100,VT-400,Diesel engine,-2019,2020,-100,For 100 Typhoon APC from UAE
United States,Mexico,6,Harpoon Block-2,Anti-ship missile/SSM,-2017,2020,-6,For SIGMA-105 frigate
United States,Mexico,6,Mk-54 MAKO 324mm,ASW torpedo,-2017,2020,6,For SIGMA-105 frigate
United States,Mexico,1,Mk-56 VLS,Naval SAM system,-2018,2020,1,For 1 SIGMA-105 (Reformador) frigate from Netherlands
United States,Mexico,-23,RIM-116A RAM,SAM,-2018,2020,23,For SIGMA-105 frigate
United States,Mexico,-8,RIM-162 ESSM,SAM,-2018,2020,-8,For SIGMA-105 (Reformador) frigate
United States,Montenegro,67,L-ATV,APV,2019,2020,-5,JLTV version
United States,Morocco,-1200,BGM-71 TOW,Anti-tank missile,2017,2018-2020,-1200,TOW-2A-RF version
United States,Morocco,36,AIM-9X Sidewinder,BVRAAM,2018,2020,-18,$16 m deal
United States,Morocco,162,M-1A1 Abrams,Tank,-2018,,,Second-hand M-1A1 rebuilt to M-1A1SA before delivery; delivery planned from 2021
United States,Morocco,24,AH-64E Apache,Combat helicopter,2020,,,Option on 12 more; delivery planned 2024-2025
United States,Morocco,-12,APG-78 Longbow,Combat heli radar,2020,,,For AH-64E combat helicopters
United States,Morocco,-24,F-16V Viper,FGA aircraft,2020,,,F-16 Block-72 version
United States,NATO**,5,RQ-4A Global Hawk,UAV,2012,2019-2020,5,Part of EUR1.2 b 'NATO AGS' programme; RQ-4D-40 version
United States,Netherlands,40,Mk-48 Mod-5 ADCAP,AS/ASW torpedo,2010,2015-2020,-30,Dutch Mk-48 rebuilt to Mk-48-7 version
United States,Netherlands,250,AGM-114K HELLFIRE,Anti-tank missile,2016,,,$34 m deal; delivery 2021
United States,Netherlands,12,CH-47F Chinook,Transport helicopter,2016,2020,12,$308 m deal
United States,Netherlands,2,CH-47F Chinook,Transport helicopter,2017,2020,2,
United States,Netherlands,-250,GBU-39 SDB,Guided bomb,2017,2020,-250,
United States,Netherlands,3500,M-982 Excalibur,Guided shell,-2017,2018-2020,-3000,Excalibur-Ib version
United States,Netherlands,28,AH-64E Apache,Combat helicopter,2018,,,$1.2 b deal; Dutch AH-64D rebuilt in USA to AH-64E; delivery planned 2022-2025
United States,Netherlands,4,MQ-9 Reaper,Armed UAV,2018,,,
United States,Netherlands,,RIM-162 ESSM Block-2,SAM,-2018,,,Delivery planned 2024-2027
United States,Netherlands,-53,AIM-120C AMRAAM,BVRAAM,2019,,,AIM-120 C-7 version
United States,Netherlands,9,F-35A Lightning-2,FGA aircraft,2019,,,Selected 2019 but not yet ordered by end-2020
United States,Netherlands,18,Standard Missile-2MR,SAM,-2019,,,SM-2MR Block-3A version; for De Zeven Provincien frigates; delivery planned from 2026
United States,Netherlands,,WGU-59 APKWS,ASM/anti-tank missile,2019,,,APKWS-2 version
United States,Netherlands,6,Caterpillar-3126,Diesel engine,2020,,,For 6 Bushmaster APC from Australia
United States,New Zealand,4,King Air,Light transport ac,2017,2018-2020,-4,Lease; for training and MP
United States,New Zealand,4,P-8A Poseidon,ASW aircraft,2018,,,NZD2.3 b ($1.5 b) deal; delivery planned 2023-2025
United States,New Zealand,5,C-130J-30 Hercules,Transport aircraft,2020,,,NZD1 b ($704 m) 'Future Air Mobility Capability' programme; delivery planned 2024-2025
United States,New Zealand,,,Mk-54 MAKO 324mm,ASW torpedo,2020,,
United States,Niger,1,C-130H Hercules,Transport aircraft,-2015,,,Second-hand; aid; delivery planned 2021
United States,Niger,35,Mamba,APC,2019,2019-2020,35,Aid
United States,Nigeria,,ISL,Diesel engine,-2018,,,For Ara-2 APC produced in Nigeria
United States,Nigeria,2,CitationJet,Light transport ac,2019,2020,-1,CitationJet-3 version; modified in Israel to MP aircraft
United States,Nigeria,-400,WGU-59 APKWS,ASM/anti-tank missile,2019,,,APKWS-2 version; for Super Tucano trainer/combat aircraft
United States,North Macedonia,-96,L-ATV,APV,2020,,,JLTV version
United States,North Macedonia,-56,Piranha-3,APC,-2020,,,Second-hand; Stryker version; selected but order not yet signed end-2020
United States,Norway,,JDAM,Guided bomb,2016,,,
United States,Norway,5,P-8A Poseidon,ASW aircraft,2017,,,$1.2 b deal; delivery planned 2022-2023
United States,Norway,-60,AIM-120C AMRAAM,BVRAAM,-2019,,,AIM-120C-7 version
United States,Norway,,,GBU-39 SDB,Guided bomb,2020,,
United States,Oman,-400,BGM-71F TOW-2B,Anti-tank missile,2018,2020,-200,
United States,Oman,,RQ-21A Blackjack,UAV,2019,,,Delivery planned by 2022
United States,Pakistan,8,Caterpillar-3516,Diesel engine,-2017,2020,8,For 2 OPV-1900 OPV from the Netherlands
United States,Pakistan,-2,Cessna-208 Caravan,Light transport ac,-2019,2020,2,Cessna-208B version
United States,Pakistan,4,LM-2500,Gas turbine,2020,,,For 4 MilGem frigates from Turkey
United States,Peru,-18,CH-2000,Light aircraft,-2019,2019-2020,-7,Sold via Canadian company; assembled/produced under licence in Peru as Antarqui; for training
United States,Peru,2,F-28,Light helicopter,2020,2020,-2,$2.3 m deal; F-280FX version; for training
United States,Philippines,-125,AGM-65 Maverick,ASM,-2013,2017-2020,-125,For FA-50 combat aircraft
United States,Philippines,2,EDO-997,ASW sonar,-2017,2020,1,For 2 HHI-2600 (Rizal) frigates from South Korea
United States,Philippines,8,ScanEagle,UAV,2019,2020,8,PHP710 m ($15 m)'Maritime Security Initiative' aid; ScanEagle-2 version; delivery planned 2021
United States,Philippines,,WGU-59 APKWS,ASM/anti-tank missile,2019,,,
United States,Philippines,-100,BGM-71 TOW,Anti-tank missile,2020,2020,100,Possibly second-hand; aid; TOW-2A version
United States,Philippines,2,C-130H Hercules,Transport aircraft,-2020,,,Second-hand; PHP2.5 b ($52 m) deal incl PHP900 m ($18 m) 'FMF' aid
United States,Philippines,8,King Air,Light transport ac,-2020,,,Second-hand; TC-12B version; for maritime patrol; selected 2020 but not yet ordered by end-2020
United States,Poland,-68,AGM-158A JASSM,ASM,2015,2017-2020,-68,For F-16 combat aircraft
United States,Poland,-70,AGM-158B JASSM-ER,ASM,-2016,,,For F-16 combat aircraft
United States,Poland,-93,AIM-9X Sidewinder,BVRAAM,2016,2018-2020,-93,
United States,Poland,-150,AIM-120C AMRAAM,BVRAAM,-2017,2019-2020,-100,AIM-120C-7 version
United States,Poland,-8,F-124,Turbofan,2018,2020,-8,For 4 M-346 trainer/combat aircraft from Italy
United States,Poland,208,MIM-104F PAC-3,ABM,2018,,,
United States,Poland,-440,Paveway,Guided bomb,-2018,2020,-50,Paveway-2 version
United States,Poland,-30,ATACMS Block-1,SSM,2019,,,Part of EUR369 m deal; for HIMARS MRL; delivery planned by 2023
United States,Poland,-1,F135-100,Turbofan,-2019,,,Spare for F-35A combat aircraft
United States,Poland,-1667,GMLRS,Guided rocket,2019,,,Part of $414 m deal; for HIMARS MRL; delivery probably planned by 2023
United States,Poland,-20,M-142 HIMARS,Self-propelled MRL,2019,,,$414 m deal; part of 'WR-300 Homar' programme; delivery probably planned by 2023
United States,Poland,5,C-130H Hercules,Transport aircraft,-2020,,,Second-hand; selected but not yet ordered end-2020
United States,Poland,32,F-35A Lightning-2,FGA aircraft,2020,,,$4.6 b deal; part of 'Harpia' programme'; delivery planned 2024-2030
United States,Poland,180,FGM-148 Javelin,Anti-tank missile,-2020,,,
United States,Portugal,22,F-16C,FGA aircraft,1998,2003-2020,-22,$268 m 'Peace Atlantis-2' deal (incl aircraft as aid and 3 more for spare parts); second-hand F-16OCU rebuilt to F-16AM (F-16C) in Portugal with kits from USA; incl 4 F-16B trainer/combat version
United States,Portugal,-3,F-16C,FGA aircraft,-2013,,,Second-hand F-16A Block-15 version (incl 1 F-16B version) rebuilt to F-16AM (F-16C) in Portugal with kits from USA
United States,Portugal,,RIM-162 ESSM Block-2,SAM,-2014,,,For modernized MEKO-200 (Vasco da Gama) frigates; selected 2014 but probably not yet ordered by end-2020
United States,Portugal,-100,JDAM,Guided bomb,-2016,,,
United States,Portugal,-10,V2500,Turbofan,-2017,,,For 5 C-390 transport aircraft from Brazil
United States,Qatar,-576,AGM-114K HELLFIRE,Anti-tank missile,-2014,2019-2020,-576,For AH-64 combat helicopters
United States,Qatar,24,AH-64E Apache,Combat helicopter,-2014,2019-2020,-24,QAR8.9 b ($2.4 b) deal; option on 24 more
United States,Qatar,24,APG-78 Longbow,Combat heli radar,2014,2019-2020,-24,For 24 AH-64E combat helicopters
United States,Qatar,-295,FIM-92 Stinger,Portable SAM,-2015,2019-2020,-295,FIM-92 Block-1 version; for AH-64 combat helicopters
United States,Qatar,-342,ISC,Diesel engine,-2016,2017-2020,-222,For Ejder Yalcin APC from Turkey; designation uncertain (reported as 'Cummins 375hp diesel')
United States,Qatar,200,AGM-154 JSOW,Guided bomb,2017,,,AGM-154C version
United States,Qatar,,AIM-120C AMRAAM,BVRAAM,2017,,,For F-15QA combat aircraft
United States,Qatar,200,AIM-9X Sidewinder,BVRAAM,2017,,,$134 m deal; for F-15QA combat aircraft
United States,Qatar,,F110,Turbofan,2017,,,Spares for F-15QA combat aircraft
United States,Qatar,36,F-15 Advanced Eagle,FGA aircraft,2017,,,$12 b deal; F-15QA version; option of 36 more; delivery planned 2021-2022/2023
United States,Qatar,1,FPS-132 UEWR,Air search radar,2017,,,$1.1 b deal; delivery planned 2021
United States,Qatar,24,MIM-104F PAC-3,ABM,2017,2020,-24,PAC-3 MSE version
United States,Qatar,-36,AAQ-33 Sniper,Aircraft EO system,2018,2019-2020,-24,Sniper ATP version; for Rafale combat aircraft
United States,Qatar,,DB-110,Aircraft recce system,2018,,,
United States,Qatar,504,JDAM,Guided bomb,2018,,,
United States,Qatar,-125,RIM-116A RAM,SAM,2018,,,For Fincantieri-3000 frigates
United States,Qatar,5000,WGU-59 APKWS,ASM/anti-tank missile,-2018,2019-2020,-5000,For AH-64E combat helicopters
United States,Qatar,,AMRAAM-ER,SAM,2019,,,For NASAMS-2 SAM systems
United States,Qatar,,Harpoon Block-2,Anti-ship missile/SSM,2019,,,AGM-84L version; for F-15QA combat aircraft
United States,Qatar,,MPQ-64 Sentinel,Air search radar,2019,,,For NASAMS-2 SAM system from Norway
United States,Qatar,-2,Patriot PAC-3,SAM/ABM system,2019,,,Part of $2.2 b deal
United States,Qatar,,AGM-88 HARM,ARM,-2020,,,
United States,Qatar,12,F-15 Advanced Eagle,FGA aircraft,-2020,,,F-15QA version
United States,Romania,-30,AIM-120C AMRAAM,BVRAAM,-2013,2019-2020,-30,For F-16 combat aircraft
United States,Romania,56,MIM-104C PAC-2,SAM,2017,2020,-10,GEM-T version
United States,Romania,-168,MIM-104F PAC-3,ABM,2017,2020,-20,
United States,Romania,7,Patriot PAC-3,SAM/ABM system,2017,2020,-1,$4.6 b 'HISAM' programme; Patriot Configuration-3+ version; delivery planned 2020-2026
United States,Romania,-54,ATACMS Block-1,SSM,2018,,,
United States,Romania,-89,GMLRS,Guided rocket,2018,,,For use with HIMARS MLR
United States,Romania,18,M-142 HIMARS,Self-propelled MRL,2018,,,$218 m deal; delivery probably planned 2021
